"subject_type","subject_source","subject_id","predicate","object_type","object_source","object_id","qualifier","remarks"
"recordings","","51017","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51018","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51019","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51020","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51021","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51022","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51023","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51024","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51025","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51026","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51027","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51028","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51029","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51030","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51031","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51032","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51033","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","270","",""
"recordings","","51034","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2193","",""
"recordings","","51035","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","283","",""
"recordings","","51036","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","283","",""
"recordings","","51037","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","283","",""
"recordings","","51038","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2190","",""
"recordings","","51039","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2190","",""
"recordings","","51040","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2190","",""
"recordings","","51041","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2190","",""
"recordings","","51042","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2190","",""
"recordings","","51044","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2190","",""
"recordings","","51045","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","3728","",""
"recordings","","51046","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","3728","",""
"recordings","","51047","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51048","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51049","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51050","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51051","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51052","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51053","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51054","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51055","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51056","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51057","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51058","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2192","",""
"recordings","","51059","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","75","",""
"recordings","","51060","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","65","",""
"recordings","","51061","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","65","",""
"recordings","","51062","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","65","",""
"recordings","","51063","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","65","",""
"recordings","","51064","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","65","",""
"recordings","","51065","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","65","",""
"recordings","","51066","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","65","",""
"recordings","","51067","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2191","",""
"recordings","","51068","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2191","",""
"recordings","","51069","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2191","",""
"recordings","","51070","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2191","",""
"recordings","","51071","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2191","",""
"recordings","","51072","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2191","",""
"recordings","","51073","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2191","",""
"recordings","","51074","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2191","",""
"recordings","","51075","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","218","",""
"recordings","","51076","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","218","",""
"recordings","","51077","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","218","",""
"recordings","","51078","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","218","",""
"recordings","","51079","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","218","",""
"recordings","","51080","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","218","",""
"recordings","","51081","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","218","",""
"recordings","","51082","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5286","",""
"recordings","","51083","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2246","",""
"recordings","","51084","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2246","",""
"recordings","","51085","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2246","",""
"recordings","","51086","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2246","",""
"recordings","","51087","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2246","",""
"recordings","","51088","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","276","",""
"recordings","","51089","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","276","",""
"recordings","","51090","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5287","",""
"recordings","","51091","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5287","",""
"recordings","","51092","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2165","",""
"recordings","","51093","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2165","",""
"recordings","","51094","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2165","",""
"recordings","","51095","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5288","",""
"recordings","","51096","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5290","",""
"recordings","","51098","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5292","",""
"recordings","","51099","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","323","",""
"recordings","","51100","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","323","",""
"recordings","","51101","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5293","",""
"recordings","","51102","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5293","",""
"recordings","","51103","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5293","",""
"recordings","","51104","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5294","",""
"recordings","","51105","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","3505","",""
"recordings","","51106","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","3505","",""
"recordings","","51107","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","3505","",""
"recordings","","51108","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","3505","",""
"recordings","","51109","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1203","",""
"recordings","","51110","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1203","",""
"recordings","","51111","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1203","",""
"recordings","","51112","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","327","",""
"recordings","","51113","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","327","",""
"recordings","","51114","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","326","",""
"recordings","","51115","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","326","",""
"recordings","","51116","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","759","",""
"recordings","","51117","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","759","",""
"recordings","","51118","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","759","",""
"recordings","","51119","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","759","",""
"recordings","","51120","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","759","",""
"recordings","","51121","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","759","",""
"recordings","","51122","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","329","",""
"recordings","","51123","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","3506","",""
"recordings","","51124","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2423","",""
"recordings","","51125","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2423","",""
"recordings","","51126","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5298","",""
"recordings","","51127","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5299","",""
"recordings","","51128","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5300","",""
"recordings","","51129","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2541","",""
"recordings","","51130","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2541","",""
"recordings","","51131","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2541","",""
"recordings","","51132","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2541","",""
"recordings","","51133","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2541","",""
"recordings","","51134","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2541","",""
"recordings","","51135","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","330","",""
"recordings","","51136","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5302","",""
"recordings","","51137","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5301","",""
"recordings","","51138","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5303","",""
"recordings","","51139","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5304","",""
"recordings","","51140","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4077","",""
"recordings","","51141","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5305","",""
"recordings","","51142","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5306","",""
"recordings","","51143","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5307","",""
"recordings","","51144","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5307","",""
"recordings","","51145","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5307","",""
"recordings","","51146","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5308","",""
"recordings","","51147","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","764","",""
"recordings","","51148","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5310","",""
"recordings","","51149","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5310","",""
"recordings","","51150","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5310","",""
"recordings","","51151","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5311","",""
"recordings","","51152","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5312","",""
"recordings","","51153","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5313","",""
"recordings","","51154","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5314","",""
"recordings","","51155","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5316","",""
"recordings","","51156","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5316","",""
"recordings","","51157","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5316","",""
"recordings","","51158","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1912","",""
"recordings","","51159","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5318","",""
"recordings","","51160","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5320","",""
"recordings","","51161","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5320","",""
"recordings","","51162","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5320","",""
"recordings","","51163","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","154","",""
"recordings","","51164","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","154","",""
"recordings","","51165","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5321","",""
"recordings","","51166","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5321","",""
"recordings","","51167","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5322","",""
"recordings","","51168","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5322","",""
"recordings","","51169","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1913","",""
"recordings","","51170","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1913","",""
"recordings","","51171","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1913","",""
"recordings","","51172","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1913","",""
"recordings","","51173","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5323","",""
"recordings","","51174","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5325","",""
"recordings","","51175","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5325","",""
"recordings","","51176","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4821","",""
"recordings","","51186","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5327","",""
"recordings","","51187","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4725","",""
"recordings","","51188","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4725","",""
"recordings","","51189","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","378","",""
"recordings","","51190","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5328","",""
"recordings","","51191","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5328","",""
"recordings","","51192","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5328","",""
"recordings","","51193","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5329","",""
"recordings","","51194","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5330","",""
"recordings","","51195","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5330","",""
"recordings","","51196","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5331","",""
"recordings","","51197","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5331","",""
"recordings","","51198","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5333","",""
"recordings","","51199","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4903","",""
"recordings","","51200","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4903","",""
"recordings","","51201","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4903","",""
"recordings","","51202","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5335","",""
"recordings","","51203","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5335","",""
"recordings","","51204","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5335","",""
"recordings","","51205","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5337","",""
"recordings","","51206","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5337","",""
"recordings","","51207","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","409","",""
"recordings","","51208","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5338","",""
"recordings","","51209","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5338","",""
"recordings","","51210","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5339","",""
"recordings","","51211","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5340","",""
"recordings","","51212","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5341","",""
"recordings","","51213","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5342","",""
"recordings","","51214","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","3383","",""
"recordings","","51215","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5343","",""
"recordings","","51216","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5344","",""
"recordings","","51217","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","173","",""
"recordings","","51218","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1179","",""
"recordings","","51219","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1179","",""
"recordings","","51220","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1179","",""
"recordings","","51221","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1178","",""
"recordings","","51222","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1181","",""
"recordings","","51223","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1181","",""
"recordings","","51224","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1181","",""
"recordings","","51225","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1181","",""
"recordings","","51226","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1181","",""
"recordings","","51227","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5345","",""
"recordings","","51228","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","261","",""
"recordings","","51229","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","261","",""
"recordings","","51230","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","261","",""
"recordings","","51231","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","261","",""
"recordings","","51232","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1180","",""
"recordings","","51233","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","229","",""
"recordings","","51234","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","259","",""
"recordings","","51235","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2006","",""
"recordings","","51236","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","131","",""
"recordings","","51237","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5346","",""
"recordings","","51238","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5348","",""
"recordings","","51239","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5351","",""
"recordings","","51240","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5352","",""
"recordings","","51244","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5353","",""
"recordings","","51245","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5361","",""
"recordings","","51246","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","104","",""
"recordings","","51247","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","109","",""
"recordings","","51248","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","109","",""
"recordings","","51249","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","109","",""
"recordings","","51250","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","286","",""
"recordings","","51251","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5363","",""
"recordings","","51252","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5364","",""
"recordings","","51253","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1671","",""
"recordings","","51254","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2026","",""
"recordings","","51255","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2467","",""
"recordings","","51256","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5365","",""
"recordings","","51257","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5366","",""
"recordings","","51258","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5367","",""
"recordings","","51259","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5368","",""
"recordings","","51260","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1987","",""
"recordings","","51261","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5370","",""
"recordings","","51262","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","351","",""
"recordings","","51263","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5371","",""
"recordings","","51264","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5372","",""
"recordings","","51265","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5373","",""
"recordings","","51266","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5374","",""
"recordings","","51267","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5375","",""
"recordings","","51268","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5376","",""
"recordings","","51269","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5376","",""
"recordings","","51270","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5377","",""
"recordings","","51271","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5378","",""
"recordings","","51272","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4648","",""
"recordings","","51273","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5379","",""
"recordings","","51274","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4646","",""
"recordings","","51275","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5379","",""
"recordings","","51276","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5380","",""
"recordings","","51277","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5381","",""
"recordings","","51278","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5382","",""
"recordings","","51279","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5382","",""
"recordings","","51280","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5382","",""
"recordings","","51281","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5382","",""
"recordings","","51282","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5382","",""
"recordings","","51283","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4643","",""
"recordings","","51284","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4643","",""
"recordings","","51285","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4643","",""
"recordings","","51286","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5383","",""
"recordings","","51287","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5384","",""
"recordings","","51288","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5385","",""
"recordings","","51289","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5386","",""
"recordings","","51290","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5386","",""
"recordings","","51291","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5074","",""
"recordings","","51292","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5074","",""
"recordings","","51293","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5387","",""
"recordings","","51294","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","111","",""
"recordings","","51295","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","111","",""
"recordings","","51296","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","111","",""
"recordings","","51297","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5389","",""
"recordings","","51298","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5389","",""
"recordings","","51299","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5389","",""
"recordings","","51300","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5390","",""
"recordings","","51301","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5392","",""
"recordings","","51302","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5392","",""
"recordings","","51303","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","90","",""
"recordings","","51304","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","90","",""
"recordings","","51305","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","90","",""
"recordings","","51306","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","90","",""
"recordings","","51307","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","90","",""
"recordings","","51308","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2184","",""
"recordings","","51309","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2184","",""
"recordings","","51310","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2184","",""
"recordings","","51311","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5394","",""
"recordings","","51312","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5394","",""
"recordings","","51313","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","192","",""
"recordings","","51314","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","192","",""
"recordings","","51315","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","192","",""
"recordings","","51316","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","246","",""
"recordings","","51317","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","246","",""
"recordings","","51318","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5395","",""
"recordings","","51319","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","247","",""
"recordings","","51320","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","315","",""
"recordings","","51321","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","309","",""
"recordings","","51322","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5396","",""
"recordings","","51323","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5397","",""
"recordings","","51324","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","2247","",""
"recordings","","51325","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5398","",""
"recordings","","51326","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5398","",""
"recordings","","51327","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5399","",""
"recordings","","51328","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5403","",""
"recordings","","51329","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5405","",""
"recordings","","51330","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1685","",""
"recordings","","51331","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5407","",""
"recordings","","51332","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4852","",""
"recordings","","51333","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","4852","",""
"recordings","","51334","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5409","",""
"recordings","","51335","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5409","",""
"recordings","","51336","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5409","",""
"recordings","","51337","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","434","",""
"recordings","","51338","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","434","",""
"recordings","","51339","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5410","",""
"recordings","","51340","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5412","",""
"recordings","","51341","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5413","",""
"recordings","","51342","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5415","",""
"recordings","","51343","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5416","",""
"recordings","","51344","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5418","",""
"recordings","","51345","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","1820","",""
"recordings","","51346","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5419","",""
"recordings","","51347","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5420","",""
"recordings","","51348","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5421","",""
"recordings","","51349","http://purl.obolibrary.org/obo/IAO_0000136","taxa","","5423","",""
