"id","title","file","subtype","creator","license","post_date","type","size_raw","width","height","caption"
"134","399-3_Conocephalus_discolor_409_meta.jpg","https://bio.acousti.ca/sites/default/files/399-3_Conocephalus_discolor_409_meta.jpg","Scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","910718","1412","1183",""
"135","399-3_Conocephalus_discolor_409_trace1.jpg","https://bio.acousti.ca/sites/default/files/399-3_Conocephalus_discolor_409_trace1.jpg","Scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","245812","1352","708",""
"136","399-3_Conocephalus_discolor_409_trace2.jpg","https://bio.acousti.ca/sites/default/files/399-3_Conocephalus_discolor_409_trace2.jpg","Scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","245812","1352","708",""
"137","399-3_Conocephalus_discolor_409_trace3.jpg","https://bio.acousti.ca/sites/default/files/399-3_Conocephalus_discolor_409_trace3.jpg","Scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","245812","1352","708",""
"2384","Conocephalus discolor 788.jpg","https://bio.acousti.ca/sites/default/files/Conocephalus%20discolor%20788.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","524647","1745","1235",""
"2385","Conocephalus discolor 587.jpg","https://bio.acousti.ca/sites/default/files/Conocephalus%20discolor%20587.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","276337","1412","1177",""
"2386","Conocephalus discolor 416.jpg","https://bio.acousti.ca/sites/default/files/Conocephalus%20discolor%20416.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","508245","1410","1172",""
"2387","Conocephalus discolor 411.jpg","https://bio.acousti.ca/sites/default/files/Conocephalus%20discolor%20411.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","507929","1412","1177",""
"5134","20140729105919.jpg","https://bio.acousti.ca/sites/default/files/20140729105919.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1136947","7016","4961",""
"5135","20140729110002.jpg","https://bio.acousti.ca/sites/default/files/20140729110002.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6448967","9921","7016",""
"5136","20140729110051.jpg","https://bio.acousti.ca/sites/default/files/20140729110051.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6497929","9921","7016",""
"5137","20140729110124.jpg","https://bio.acousti.ca/sites/default/files/20140729110124.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6335215","9921","7016",""
"5138","20140729113026.jpg","https://bio.acousti.ca/sites/default/files/20140729113026.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1123040","7016","4961",""
"5139","20140729113116.jpg","https://bio.acousti.ca/sites/default/files/20140729113116.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6383277","9921","7016",""
"5140","20140729113157.jpg","https://bio.acousti.ca/sites/default/files/20140729113157.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6385068","9921","7016",""
"5141","20140729113339.jpg","https://bio.acousti.ca/sites/default/files/20140729113339.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6350929","9921","7016",""
"5142","20140729102339.jpg","https://bio.acousti.ca/sites/default/files/20140729102339_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","980066","6072","4299",""
"5143","20140729102430.jpg","https://bio.acousti.ca/sites/default/files/20140729102430_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6594321","9921","7016",""
"5144","20140729102508.jpg","https://bio.acousti.ca/sites/default/files/20140729102508_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6451100","9921","7016",""
"5145","20140729102534.jpg","https://bio.acousti.ca/sites/default/files/20140729102534_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6480214","9921","7016",""
"5591","20140812144852.jpg","https://bio.acousti.ca/sites/default/files/20140812144852.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1042675","6072","4299",""
"5592","20140812144931.jpg","https://bio.acousti.ca/sites/default/files/20140812144931.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3784746","9921","7016",""
"5593","20140812145001.jpg","https://bio.acousti.ca/sites/default/files/20140812145001.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3823208","9921","7016",""
"5594","20140812145031.jpg","https://bio.acousti.ca/sites/default/files/20140812145031.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","4062881","9921","7016",""
"5595","20140812144852.jpg","https://bio.acousti.ca/sites/default/files/20140812144852_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1042675","6072","4299",""
"5596","20140812144931.jpg","https://bio.acousti.ca/sites/default/files/20140812144931_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3784746","9921","7016",""
"5597","20140812145001.jpg","https://bio.acousti.ca/sites/default/files/20140812145001_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3823208","9921","7016",""
"5598","20140812145031.jpg","https://bio.acousti.ca/sites/default/files/20140812145031_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","4062881","9921","7016",""
"5727","20140819110852.jpg","https://bio.acousti.ca/sites/default/files/20140819110852.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1205290","7016","4961",""
"5728","20140819110919.jpg","https://bio.acousti.ca/sites/default/files/20140819110919.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","5898963","9921","7016",""
"5729","20140819110944.jpg","https://bio.acousti.ca/sites/default/files/20140819110944.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6015964","9921","7016",""
"5730","20140819111009.jpg","https://bio.acousti.ca/sites/default/files/20140819111009.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6194843","9921","7016",""
"5731","20140819115449.jpg","https://bio.acousti.ca/sites/default/files/20140819115449.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1246389","7016","4961",""
"5740","20140819144847.jpg","https://bio.acousti.ca/sites/default/files/20140819144847.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","999071","6072","4299",""
"5750","20140819151104.jpg","https://bio.acousti.ca/sites/default/files/20140819151104.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1011896","6072","4299",""
"5751","20140819153109.jpg","https://bio.acousti.ca/sites/default/files/20140819153109.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1032583","6072","4299",""
"5752","20140819153149.jpg","https://bio.acousti.ca/sites/default/files/20140819153149.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3059005","9921","7016",""
"5753","20140819153221.jpg","https://bio.acousti.ca/sites/default/files/20140819153221.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3205299","9921","7016",""
"5754","20140819153251.jpg","https://bio.acousti.ca/sites/default/files/20140819153251.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3556646","9921","7016",""
"5755","20140819154930.jpg","https://bio.acousti.ca/sites/default/files/20140819154930.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1013625","6072","4299",""
"5756","20140819160036.jpg","https://bio.acousti.ca/sites/default/files/20140819160036.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","986421","6072","4299",""
"5757","20140819160109.jpg","https://bio.acousti.ca/sites/default/files/20140819160109.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3089144","9921","7016",""
"5758","20140819160140.jpg","https://bio.acousti.ca/sites/default/files/20140819160140.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3298186","9921","7016",""
"5759","20140819160210.jpg","https://bio.acousti.ca/sites/default/files/20140819160210.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3504955","9921","7016",""
"5760","20140819161704.jpg","https://bio.acousti.ca/sites/default/files/20140819161704.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","989333","6072","4299",""
"5761","20140819161704.jpg","https://bio.acousti.ca/sites/default/files/20140819161704_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","989333","6072","4299",""
"5762","20140819161704.jpg","https://bio.acousti.ca/sites/default/files/20140819161704_1.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","989333","6072","4299",""
"5927","20140826101708.jpg","https://bio.acousti.ca/sites/default/files/20140826101708.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","997866","6072","4299",""
"5928","20140826101846.jpg","https://bio.acousti.ca/sites/default/files/20140826101846.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","4585446","9921","7016",""
"5929","20140826101812.jpg","https://bio.acousti.ca/sites/default/files/20140826101812.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","4752645","9921","7016",""
"5930","20140826101746.jpg","https://bio.acousti.ca/sites/default/files/20140826101746.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","4903389","9921","7016",""
"5931","20140826101708.jpg","https://bio.acousti.ca/sites/default/files/20140826101708_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","997866","6072","4299",""
"5933","20140826101846.jpg","https://bio.acousti.ca/sites/default/files/20140826101846_1.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","4585446","9921","7016",""
"5934","20140826101812.jpg","https://bio.acousti.ca/sites/default/files/20140826101812_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","4752645","9921","7016",""
"5935","20140826101746.jpg","https://bio.acousti.ca/sites/default/files/20140826101746_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","4903389","9921","7016",""
"5936","20140826101708.jpg","https://bio.acousti.ca/sites/default/files/20140826101708_1.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","997866","6072","4299",""
"5937","20140826101846.jpg","https://bio.acousti.ca/sites/default/files/20140826101846_2.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","4585446","9921","7016",""
"5938","20140826101812.jpg","https://bio.acousti.ca/sites/default/files/20140826101812_1.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","4752645","9921","7016",""
"5939","20140826101746.jpg","https://bio.acousti.ca/sites/default/files/20140826101746_1.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","4903389","9921","7016",""
"5940","20140826110211.jpg","https://bio.acousti.ca/sites/default/files/20140826110211.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1173714","7016","4961",""
"5941","20140826110243.jpg","https://bio.acousti.ca/sites/default/files/20140826110243.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6059882","9921","7016",""
"5942","20140826110314.jpg","https://bio.acousti.ca/sites/default/files/20140826110314.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","5995741","9921","7016",""
"5943","20140826110344.jpg","https://bio.acousti.ca/sites/default/files/20140826110344.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","5986886","8598","6072",""
"5944","20140826110438.jpg","https://bio.acousti.ca/sites/default/files/20140826110438.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1186009","7016","4961",""
"5945","20140826110511.jpg","https://bio.acousti.ca/sites/default/files/20140826110511.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","5836489","8598","6072",""
"5946","20140826110547.jpg","https://bio.acousti.ca/sites/default/files/20140826110547.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6137731","8598","6072",""
"5947","20140826110619.jpg","https://bio.acousti.ca/sites/default/files/20140826110619.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6007636","8598","6072",""
"5948","20140826114455.jpg","https://bio.acousti.ca/sites/default/files/20140826114455.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","997430","6072","4299",""
"5949","20140826121747.jpg","https://bio.acousti.ca/sites/default/files/20140826121747.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","966573","6072","4299",""
"5950","20140826121832.jpg","https://bio.acousti.ca/sites/default/files/20140826121832.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","2534504","8598","6072",""
"5951","20140826121857.jpg","https://bio.acousti.ca/sites/default/files/20140826121857.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3020689","9921","7016",""
"5952","20140826121927.jpg","https://bio.acousti.ca/sites/default/files/20140826121927.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3353930","9921","7016",""
"5953","20140826132548.jpg","https://bio.acousti.ca/sites/default/files/20140826132548.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1184894","7016","4961",""
"5954","20140826132615.jpg","https://bio.acousti.ca/sites/default/files/20140826132615.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","5903617","9921","7016",""
"5955","20140826132642.jpg","https://bio.acousti.ca/sites/default/files/20140826132642.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","5821074","8598","6072",""
"5956","20140826132709.jpg","https://bio.acousti.ca/sites/default/files/20140826132709.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6049704","8598","6072",""
"5957","20140826134855.jpg","https://bio.acousti.ca/sites/default/files/20140826134855.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1112653","7016","4961",""
"6042","20140902112942.jpg","https://bio.acousti.ca/sites/default/files/20140902112942.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","975812","6072","4299",""
"6043","20140902115631.jpg","https://bio.acousti.ca/sites/default/files/20140902115631.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1099049","7016","4961",""
"6044","20140902115651.jpg","https://bio.acousti.ca/sites/default/files/20140902115651.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1146911","7016","4961",""
"6045","20140902122049.jpg","https://bio.acousti.ca/sites/default/files/20140902122049.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","956990","6072","4299",""
"6053","20140902141613.jpg","https://bio.acousti.ca/sites/default/files/20140902141613.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","978262","6072","4299",""
"6054","20140902141656.jpg","https://bio.acousti.ca/sites/default/files/20140902141656.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1211934","7016","4961",""
"6103","20140909140455.jpg","https://bio.acousti.ca/sites/default/files/20140909140455.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1200353","7016","4961",""
"6209","20140819104650.jpg","https://bio.acousti.ca/sites/default/files/20140819104650.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1014239","6072","4299",""
"6210","20140819104740.jpg","https://bio.acousti.ca/sites/default/files/20140819104740.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","2886136","9921","7016",""
"6211","20140819104812.jpg","https://bio.acousti.ca/sites/default/files/20140819104812.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3118179","9921","7016",""
"6212","20140819104839.jpg","https://bio.acousti.ca/sites/default/files/20140819104839.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3274704","9921","7016",""
"6213","20140819104650.jpg","https://bio.acousti.ca/sites/default/files/20140819104650_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1014239","6072","4299",""
"6214","20140819104740.jpg","https://bio.acousti.ca/sites/default/files/20140819104740_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","2886136","9921","7016",""
"6215","20140819104812.jpg","https://bio.acousti.ca/sites/default/files/20140819104812_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3118179","9921","7016",""
"6216","20140819104839.jpg","https://bio.acousti.ca/sites/default/files/20140819104839_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3274704","9921","7016",""
"6217","20140819104650.jpg","https://bio.acousti.ca/sites/default/files/20140819104650_1.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1014239","6072","4299",""
"6218","20140819104740.jpg","https://bio.acousti.ca/sites/default/files/20140819104740_1.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","2886136","9921","7016",""
"6219","20140819104812.jpg","https://bio.acousti.ca/sites/default/files/20140819104812_1.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3118179","9921","7016",""
"6220","20140819104839.jpg","https://bio.acousti.ca/sites/default/files/20140819104839_1.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","3274704","9921","7016",""
"6222","20140819105525.jpg","https://bio.acousti.ca/sites/default/files/20140819105525_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1155447","7016","4961",""
"6223","20140819105617.jpg","https://bio.acousti.ca/sites/default/files/20140819105617.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6075311","9921","7016",""
"6224","20140819105652.jpg","https://bio.acousti.ca/sites/default/files/20140819105652.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6231599","9921","7016",""
"6225","20140819105723.jpg","https://bio.acousti.ca/sites/default/files/20140819105723.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6027339","9921","7016",""
"6226","20140902105307.jpg","https://bio.acousti.ca/sites/default/files/20140902105307.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1040015","6072","4299",""
"6227","20140902105307.jpg","https://bio.acousti.ca/sites/default/files/20140902105307_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1040015","6072","4299",""
"6228","20140902105307.jpg","https://bio.acousti.ca/sites/default/files/20140902105307_1.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1040015","6072","4299",""
"6229","20140916114533.jpg","https://bio.acousti.ca/sites/default/files/20140916114533.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1173441","7016","4961",""
"6230","20140916114604.jpg","https://bio.acousti.ca/sites/default/files/20140916114604.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1205423","7016","4961",""
"6231","20140916123211.jpg","https://bio.acousti.ca/sites/default/files/20140916123211.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1226024","7016","4961",""
"6232","20140916123247.jpg","https://bio.acousti.ca/sites/default/files/20140916123247.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6578831","9921","7016",""
"6233","20140916123314.jpg","https://bio.acousti.ca/sites/default/files/20140916123314.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6708492","9921","7016",""
"6234","20140916123340.jpg","https://bio.acousti.ca/sites/default/files/20140916123340.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6868764","9921","7016",""
"6235","20140916123407.jpg","https://bio.acousti.ca/sites/default/files/20140916123407.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6722597","9921","7016",""
"6236","20140916114604.jpg","https://bio.acousti.ca/sites/default/files/20140916114604_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1205423","7016","4961",""
"6237","20140916123211.jpg","https://bio.acousti.ca/sites/default/files/20140916123211_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1226024","7016","4961",""
"6238","20140916123247.jpg","https://bio.acousti.ca/sites/default/files/20140916123247_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6578831","9921","7016",""
"6239","20140916123314.jpg","https://bio.acousti.ca/sites/default/files/20140916123314_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6708492","9921","7016",""
"6240","20140916123340.jpg","https://bio.acousti.ca/sites/default/files/20140916123340_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6868764","9921","7016",""
"6241","20140916123407.jpg","https://bio.acousti.ca/sites/default/files/20140916123407_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6722597","9921","7016",""
"6242","20140916135226.jpg","https://bio.acousti.ca/sites/default/files/20140916135226.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1227914","7016","4961",""
"6243","20140916135256.jpg","https://bio.acousti.ca/sites/default/files/20140916135256.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6621314","8598","6072",""
"6244","20140916135324.jpg","https://bio.acousti.ca/sites/default/files/20140916135324.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6698981","8598","6072",""
"6246","20140916135353.jpg","https://bio.acousti.ca/sites/default/files/20140916135353_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6690666","8598","6072",""
"6247","20140916135226.jpg","https://bio.acousti.ca/sites/default/files/20140916135226_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1227914","7016","4961",""
"6248","20140916135256.jpg","https://bio.acousti.ca/sites/default/files/20140916135256_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6621314","8598","6072",""
"6249","20140916135324.jpg","https://bio.acousti.ca/sites/default/files/20140916135324_0.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6698981","8598","6072",""
"6250","20140916135353.jpg","https://bio.acousti.ca/sites/default/files/20140916135353_1.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6690666","8598","6072",""
"6252","20140916141247.jpg","https://bio.acousti.ca/sites/default/files/20140916141247_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1159292","7016","4961",""
"6253","20140916141315.jpg","https://bio.acousti.ca/sites/default/files/20140916141315.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6402938","9921","7016",""
"6254","20140916141342.jpg","https://bio.acousti.ca/sites/default/files/20140916141342.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6591451","9921","7016",""
"6255","20140916141412.jpg","https://bio.acousti.ca/sites/default/files/20140916141412.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6386569","8598","6072",""
"6256","20140916141438.jpg","https://bio.acousti.ca/sites/default/files/20140916141438.jpg","Original trace scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","6452906","9921","7016",""
"6257","20140916143506.jpg","https://bio.acousti.ca/sites/default/files/20140916143506.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1216908","7016","4961",""
"6258","20140916143506.jpg","https://bio.acousti.ca/sites/default/files/20140916143506_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1216908","7016","4961",""
"6259","20140916143506.jpg","https://bio.acousti.ca/sites/default/files/20140916143506_1.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1216908","7016","4961",""
"6260","20140916143527.jpg","https://bio.acousti.ca/sites/default/files/20140916143527.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1204315","7016","4961",""
"6261","20140916143527.jpg","https://bio.acousti.ca/sites/default/files/20140916143527_0.jpg","Original metadata scan","","https://creativecommons.org/licenses/by/4.0/","2019-09-11 03:00","image/jpeg","1204315","7016","4961",""
