"id","name","continent","countryCode","stateProvince","county","island","islandGroup","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","geodeticDatum","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","info_url"
"11677","Africa: South Africa: KwaZulu-Natal: Umlalazi N.R. Mtunzini","Africa","ZA","","KwaZulu-Natal","","","Umlalazi N.R. Mtunzini","-28.955","31.776","","","","","","https://bio.acousti.ca/node/11677"
"11678","Africa: South Africa: Kwazulu-Natal: Iphiva Forest, St. Lucia","Africa","ZA","","Kwazulu-Natal","","","Iphiva Forest, St. Lucia","-28.353","32.433","","","","","","https://bio.acousti.ca/node/11678"
"11679","Africa: South Africa: Limpopo: R36 Abel Erasmus Pass","Africa","ZA","","Limpopo","","","R36 Abel Erasmus Pass","-24.552","30.622","","","","","","https://bio.acousti.ca/node/11679"
"11680","Africa: South Africa: KwaZulu-Natal: Pongolapoort Pass","Africa","ZA","","KwaZulu-Natal","","","Pongolapoort Pass","-27.497","32.012","","","","","","https://bio.acousti.ca/node/11680"
"11681","Africa: Malawi: : Chongoni Forest Reserve","Africa","","","","","","Chongoni Forest Reserve","-14.32","34.264","","","","","","https://bio.acousti.ca/node/11681"
"11682","Africa: South Africa: Eastern Cape: Ghwarriepoort River","Africa","ZA","","Eastern Cape","","","Ghwarriepoort River","-33.387","23.393","","","","","","https://bio.acousti.ca/node/11682"
"11683","Africa: South Africa: Eastern Cape: Steydtlerville","Africa","ZA","","Eastern Cape","","","Steydtlerville","-33.336","24.338","","","","","","https://bio.acousti.ca/node/11683"
"11684","Africa: South Africa: Eastern Cape: Fort Brown","Africa","ZA","","Eastern Cape","","","Fort Brown","-33.132","26.618","","","","","","https://bio.acousti.ca/node/11684"
"11685","Africa: South Africa: Eastern Cape: Great Fish River bridge","Africa","ZA","","Eastern Cape","","","Great Fish River bridge","-31.91","25.413","","","","","","https://bio.acousti.ca/node/11685"
"11686","Africa: South Africa: Western Cape: 4km W De Rust","Africa","ZA","","Western Cape","","","4km W De Rust","-33.507","22.498","","","","","","https://bio.acousti.ca/node/11686"
"11687","Africa: South Africa: Western Cape: R407 40km E Prince Albert","Africa","ZA","","Western Cape","","","R407 40km E Prince Albert","-33.221","22.426","","","","","","https://bio.acousti.ca/node/11687"
"11688","Africa: South Africa: Eastern Cape: nr Addo N.P.","Africa","ZA","","Eastern Cape","","","nr Addo N.P.","-33.487","25.707","","","","","","https://bio.acousti.ca/node/11688"
"11689","Africa: South Africa: Eastern Cape: Paniel Farm","Africa","ZA","","Eastern Cape","","","Paniel Farm","-33.48","25.331","","","","","","https://bio.acousti.ca/node/11689"
"11690","Africa: South Africa: Eastern Cape: Nanaga","Africa","ZA","","Eastern Cape","","","Nanaga","-33.607","25.922","","","","","","https://bio.acousti.ca/node/11690"
"11691","Africa: South Africa: KwaZulu-Natal: Amajuba nr Newcastle","Africa","ZA","","KwaZulu-Natal","","","Amajuba nr Newcastle","-27.562","29.885","","","","","","https://bio.acousti.ca/node/11691"
"11692","Africa: South Africa: Limpopo: R528 nr Tzaneen","Africa","ZA","","Limpopo","","","R528 nr Tzaneen","-23.938","30.024","","","","","","https://bio.acousti.ca/node/11692"
"11693","Africa: South Africa: Eastern Cape: Woodcliffe Farm nr Maclear","Africa","ZA","","Eastern Cape","","","Woodcliffe Farm nr Maclear","-30.987","28.23","","","","","","https://bio.acousti.ca/node/11693"
"11694","Africa: South Africa: KwaZulu-Natal: Umkomaas Valley","Africa","ZA","","KwaZulu-Natal","","","Umkomaas Valley","-29.726","29.937","","","","","","https://bio.acousti.ca/node/11694"
"11695","Africa: South Africa: KwaZulu-Natal: R74 nr Grasskop","Africa","ZA","","KwaZulu-Natal","","","R74 nr Grasskop","-29.034","30.89","","","","","","https://bio.acousti.ca/node/11695"
"11696","Africa: South Africa: KwaZulu-Natal: R614 nr Wartberg","Africa","ZA","","KwaZulu-Natal","","","R614 nr Wartberg","-29.527","31.099","","","","","","https://bio.acousti.ca/node/11696"
"11697","Africa: South Africa: Eastern Cape: Coffee Bay","Africa","ZA","","Eastern Cape","","","Coffee Bay","-31.987","29.152","","","","","","https://bio.acousti.ca/node/11697"
"11698","Africa: South Africa: Northern Cape: nr Groenriviermond","Africa","ZA","","Northern Cape","","","nr Groenriviermond","-30.804","17.602","","","","","","https://bio.acousti.ca/node/11698"
"11699","Africa: South Africa: KwaZulu-Natal: N11 nr Newcastle","Africa","ZA","","KwaZulu-Natal","","","N11 nr Newcastle","-27.861","29.947","","","","","","https://bio.acousti.ca/node/11699"
"11700","Africa: South Africa: Western Cape: nr Robinson Pass","Africa","ZA","","Western Cape","","","nr Robinson Pass","-33.763","22.085","","","","","","https://bio.acousti.ca/node/11700"
"11701","Africa: South Africa: Western Cape: 10km E Calitzdorp","Africa","ZA","","Western Cape","","","10km E Calitzdorp","-33.525","21.732","","","","","","https://bio.acousti.ca/node/11701"
"11702","Africa: South Africa: Western Cape: nr Karookloof","Africa","ZA","","Western Cape","","","nr Karookloof","-33.25","19.69","","","","","","https://bio.acousti.ca/node/11702"
"11703","Africa: Malawi: :","Africa","","","","","","","-12.111","33.649","","","","","","https://bio.acousti.ca/node/11703"
"11704","Africa: Malawi: : Chikongawa, Tamgatamga Forest","Africa","","","","","","Chikongawa, Tamgatamga Forest","-11.937","33.698","","","","","","https://bio.acousti.ca/node/11704"
"11705","Africa: Malawi: : M1 S Mzimba","Africa","","","","","","M1 S Mzimba","-12.111","33.649","","","","","","https://bio.acousti.ca/node/11705"
"11706","Africa: Malawi: : Nyika N.P.","Africa","","","","","","Nyika N.P.","-10.817","33.591","","","","","","https://bio.acousti.ca/node/11706"
"11707","Africa: Malawi: : Kaning'ina Forest","Africa","","","","","","Kaning'ina Forest","-11.473","34.073","","","","","","https://bio.acousti.ca/node/11707"
"11708","Africa: South Africa: Eastern Cape: nr Cala","Africa","ZA","","Eastern Cape","","","nr Cala","-31.593","27.937","","","","","","https://bio.acousti.ca/node/11708"
"11709","Africa: South Africa: Eastern Cape: Rietfontein Farm","Africa","ZA","","Eastern Cape","","","Rietfontein Farm","-32.968","23.715","","","","","","https://bio.acousti.ca/node/11709"
"11710","Africa: South Africa: Kwazulu-Natal: Vernon Crookes N.R.","Africa","ZA","","Kwazulu-Natal","","","Vernon Crookes N.R.","-30.268","30.612","","","","","","https://bio.acousti.ca/node/11710"
"11711","Africa: South Africa: Western Cape: 5km NW Van Wyksdorp","Africa","ZA","","Western Cape","","","5km NW Van Wyksdorp","-33.702","21.343","","","","","","https://bio.acousti.ca/node/11711"
"11712","Africa: South Africa: Western Cape: 10km S De Rust","Africa","ZA","","Western Cape","","","10km S De Rust","-33.881","22.459","","","","","","https://bio.acousti.ca/node/11712"
"11713","Africa: South Africa: Western Cape: Merringspoort Pass","Africa","ZA","","Western Cape","","","Merringspoort Pass","-33.4","22.561","","","","","","https://bio.acousti.ca/node/11713"
"11714","Africa: South Africa: Western Cape: 4km E Kuisrivier","Africa","ZA","","Western Cape","","","4km E Kuisrivier","-33.425","21.942","","","","","","https://bio.acousti.ca/node/11714"
"11715","Africa: South Africa: Western Cape: 2km E of Barrydale","Africa","ZA","","Western Cape","","","2km E of Barrydale","-33.855","20.804","","","","","","https://bio.acousti.ca/node/11715"
"11716","Africa: South Africa: Eastern Cape: Collingham Ridge","Africa","ZA","","Eastern Cape","","","Collingham Ridge","-33.298","26.745","","","","","","https://bio.acousti.ca/node/11716"
"11717","Africa: South Africa: Eastern Cape: Collingham Ridge","Africa","ZA","","Eastern Cape","","","Collingham Ridge","-33.284","26.703","","","","","","https://bio.acousti.ca/node/11717"
"11718","Africa: South Africa: Western Cape: Die Koo","Africa","ZA","","Western Cape","","","Die Koo","-33.604","19.86","","","","","","https://bio.acousti.ca/node/11718"
"11719","Africa: South Africa: Western Cape: 45km N Montague","Africa","ZA","","Western Cape","","","45km N Montague","-33.691","19.876","","","","","","https://bio.acousti.ca/node/11719"
"11720","Africa: South Africa: Western Cape: 20km E Kagga Kama","Africa","ZA","","Western Cape","","","20km E Kagga Kama","-32.893","19.689","","","","","","https://bio.acousti.ca/node/11720"
"11721","Africa: South Africa: Northern Cape: Van Ryns Pass","Africa","ZA","","Northern Cape","","","Van Ryns Pass","-31.371","19.019","","","","","","https://bio.acousti.ca/node/11721"
"11722","Africa: South Africa: Western Cape: Pikenierskloof Pass","Africa","ZA","","Western Cape","","","Pikenierskloof Pass","-32.614","18.963","","","","","","https://bio.acousti.ca/node/11722"
"11723","Africa: South Africa: Western Cape: Leeuwenshof","Africa","ZA","","Western Cape","","","Leeuwenshof","-32.891","19.766","","","","","","https://bio.acousti.ca/node/11723"
"11724","Africa: South Africa: Western Cape: Trawal","Africa","ZA","","Western Cape","","","Trawal","-31.884","18.637","","","","","","https://bio.acousti.ca/node/11724"
"11725","Africa: South Africa: Western Cape: 15km S Ladismith R327","Africa","ZA","","Western Cape","","","15km S Ladismith R327","-33.597","21.243","","","","","","https://bio.acousti.ca/node/11725"
"11726","Africa: South Africa: Western Cape: 20km SE Prince Albert","Africa","ZA","","Western Cape","","","20km SE Prince Albert","-33.27","22.158","","","","","","https://bio.acousti.ca/node/11726"
"11727","Africa: South Africa: Western Cape: 5km W Prince Albert","Africa","ZA","","Western Cape","","","5km W Prince Albert","-33.191","22.013","","","","","","https://bio.acousti.ca/node/11727"
"11728","Africa: South Africa: Western Cape: R62 30km SW Ladismith","Africa","ZA","","Western Cape","","","R62 30km SW Ladismith","-33.665","20.997","","","","","","https://bio.acousti.ca/node/11728"
"11729","Africa: South Africa: Western Cape: 20km S Ladismith","Africa","ZA","","Western Cape","","","20km S Ladismith","-33.653","21.181","","","","","","https://bio.acousti.ca/node/11729"
"11730","Africa: South Africa: Western Cape: N Swartberg Pass","Africa","ZA","","Western Cape","","","N Swartberg Pass","-33.288","22.052","","","","","","https://bio.acousti.ca/node/11730"
"11731","Africa: South Africa: Western Cape: Gamka River","Africa","ZA","","Western Cape","","","Gamka River","-33.117","21.927","","","","","","https://bio.acousti.ca/node/11731"
"11732","Africa: South Africa: Western Cape: 20km N Laingsburg","Africa","ZA","","Western Cape","","","20km N Laingsburg","-33.176","20.985","","","","","","https://bio.acousti.ca/node/11732"
"11733","Africa: South Africa: Western Cape: nr Maitjiesfontein","Africa","ZA","","Western Cape","","","nr Maitjiesfontein","-33.229","20.548","","","","","","https://bio.acousti.ca/node/11733"
"11734","Africa: South Africa: Western Cape: 2.5km E of Ganskop","Africa","ZA","","Western Cape","","","2.5km E of Ganskop","-33.649","21.019","","","","","","https://bio.acousti.ca/node/11734"
"11735","Africa: South Africa: Western Cape: 12km E of Barrydale","Africa","ZA","","Western Cape","","","12km E of Barrydale","-33.813","20.898","","","","","","https://bio.acousti.ca/node/11735"
"11736","Africa: South Africa: Eastern Cape: 10km SE Hankey","Africa","ZA","","Eastern Cape","","","10km SE Hankey","-33.839","24.938","","","","","","https://bio.acousti.ca/node/11736"
"11737","Africa: South Africa: Eastern Cape: Gamtoos River bridge","Africa","ZA","","Eastern Cape","","","Gamtoos River bridge","-33.935","25.009","","","","","","https://bio.acousti.ca/node/11737"
"11738","Africa: South Africa: Eastern Cape: nr Thornhill","Africa","ZA","","Eastern Cape","","","nr Thornhill","-33.896","25.125","","","","","","https://bio.acousti.ca/node/11738"
"11739","Africa: South Africa: Eastern Cape: Gamtoos Pass","Africa","ZA","","Eastern Cape","","","Gamtoos Pass","-33.9","25.116","","","","","","https://bio.acousti.ca/node/11739"
"11740","Africa: South Africa: Eastern Cape: 15km SE Maclear","Africa","ZA","","Eastern Cape","","","15km SE Maclear","-31.172","28.571","","","","","","https://bio.acousti.ca/node/11740"
"11741","Africa: South Africa: Western Cape: Caledon","Africa","ZA","","Western Cape","","","Caledon","-34.228","19.43","","","","","","https://bio.acousti.ca/node/11741"
"11742","Africa: South Africa: Western Cape: Citrusdal","Africa","ZA","","Western Cape","","","Citrusdal","-32.599","19.003","","","","","","https://bio.acousti.ca/node/11742"
"11743","Africa: South Africa: Mpumalanga: R570 nr Malelane","Africa","ZA","","Mpumalanga","","","R570 nr Malelane","-25.504","31.58","","","","","","https://bio.acousti.ca/node/11743"
"11744","Africa: South Africa: Limpopo: R523 nr Vivo","Africa","ZA","","Limpopo","","","R523 nr Vivo","-22.97","29.331","","","","","","https://bio.acousti.ca/node/11744"
"11745","Africa: South Africa: Limpopo: nr Vivo","Africa","ZA","","Limpopo","","","nr Vivo","-22.935","29.378","","","","","","https://bio.acousti.ca/node/11745"
"11746","Africa: South Africa: Limpopo: R523 nr Vivo","Africa","ZA","","Limpopo","","","R523 nr Vivo","-22.879","29.777","","","","","","https://bio.acousti.ca/node/11746"
"11747","Africa: South Africa: Eastern Cape: Nico Malan Pass","Africa","ZA","","Eastern Cape","","","Nico Malan Pass","-32.504","26.815","","","","","","https://bio.acousti.ca/node/11747"
"11748","Africa: South Africa: KwaZulu-Natal: Mission Rock, St. Lucia","Africa","ZA","","KwaZulu-Natal","","","Mission Rock, St. Lucia","-28.278","32.485","","","","","","https://bio.acousti.ca/node/11748"
"11749","Africa: South Africa: Western Cape: Maatjies River","Africa","ZA","","Western Cape","","","Maatjies River","-33.981","23.458","","","","","","https://bio.acousti.ca/node/11749"
"11794","USA: Texas, Marlin","","","","","","","","31.306128484744","-96.9004440307617","","","","","","https://bio.acousti.ca/node/11794"
"11822","Europe: France: Pyrenees-Orientales: near Saillagouse, 1km S of Eyne","Europe","FR","Pyrenees-Orientales","","","","near Saillagiuse, 1km S. of Eyne","42.456318","2.060016","1000","","","","","https://bio.acousti.ca/node/11822"
"11824","Europe: France: Herault: 5km E of Lunel","Europe","FR","Herault","","","","5km E. of Lunel","43.670258","4.229076","5000","","","","","https://bio.acousti.ca/node/11824"
"11920","Wytham Woods","Europe","GB","England","Oxfordshire","","","Wytham Woods","51.7687959700568","-1.33303642272949","","","","","","https://bio.acousti.ca/node/11920"
"11945","Italy: Rome","Europe","IT","","Rome","","","","41.7713116797641","12.568359375","20000","","","","","https://bio.acousti.ca/node/11945"
"11960","Flanagan PhD: ABE","Europe","IT","Tuscana","","","","Mte. Abetone","44","10.4","","","","","","https://bio.acousti.ca/node/11960"
"11961","Flanagan PhD: AOS","Europe","IT","Val d'Aosta","","","","Aosta","45.4","7.1","","","","","","https://bio.acousti.ca/node/11961"
"11962","Flanagan PhD: CUN","Europe","IT","Piemonte","","","","Cuneo","44.2","7.3","","","","","","https://bio.acousti.ca/node/11962"
"11963","Flanagan PhD: GAP","Europe","FR","Hautes Alpes","","","","Gap","44.3","6","","","","","","https://bio.acousti.ca/node/11963"
"11964","Flanagan PhD: MAT","Europe","IT","Campania","","","","Lago Matese","41.2","14.2","","","","","","https://bio.acousti.ca/node/11964"
"11965","Flanagan PhD: OVI","Europe","IT","Abruzzi","","","","Ovindoli","42","13.3","","","","","","https://bio.acousti.ca/node/11965"
"11966","Flanagan PhD: SEM","Europe","CH","","","","","Sembrancher, Nr. Martigny-Ville","46","7","","","","","","https://bio.acousti.ca/node/11966"
"11967","Indian Ocean; Aldabra Group; Aldabra Atoll","Indian Ocean","SC","","","Aldabra Atoll","Aldabra Group","","-9.416681","46.41665","10000","","","","","https://bio.acousti.ca/node/11967"
"12024","AU.NT.WMR","Australasia","AU","Western Australia","","","","Warrego Mine road, 18.9km NW of Stuart Hwy, NW of Tennant Creek","-19.5093146066463","134.068222045898","","","","","","https://bio.acousti.ca/node/12024"
"12149","Las Cuevas Research Station, Chiquibul, Belize","Southern America","BZ","","","","","","16.7332492","-88.9859962","","","","","","https://bio.acousti.ca/node/12149"
"12153","Estacion ANAM: Las Nubes, Chiriqui, Panama","Southern America","PA","","","","","","8.892619","-82.611351","","","","","","https://bio.acousti.ca/node/12153"
"12207","Europe: United Kingdom: England: Dorset: Lyme Regis: Site 1","Europe","GB","England","Dorset","","","Silver Street, Lyme Regis","50.7264453781068","-2.9393470287323","","","","","","https://bio.acousti.ca/node/12207"
"12210","Europe: United Kingdom: England: East Sussex: Ashdown Forest","Europe","GB","England","East Sussex","","","Ashdown Forest. Grassy heath.","51.0725","0.043056","","","","","","https://bio.acousti.ca/node/12210"
"12212","Europe: United Kingdom: Wales: West Glamorgan: Gower: Nicholaston Burrows","Europe","GB","Wales","West Glamorgan","","","Gower: Nicholaston Burrows","51.57216","-4.120681","","","","","","https://bio.acousti.ca/node/12212"
"12215","Europe: France: Herault: Agde","Europe","FR","Herault","","","","Agde","43.3108","3.4758","","","","","","https://bio.acousti.ca/node/12215"
"12217","Europe: Spain: Lerida: 16km WSW of Puigcerda, Bellver","Europe","ES","Girona","","","","16km WSW of Pugicerda","42.337993","1.685155","","","","","","https://bio.acousti.ca/node/12217"
"12219","Europe: Spain: Gerona: Colera: 3km S of Portbou","Europe","ES","Gerona","","","","Colera","42.39884","3.156698","","","","","","https://bio.acousti.ca/node/12219"
"12221","Europe: France: Herault: 8km E of La Salvetat: Fraisse s'Agout, Le Pioch","Europe","FR","Herault","","","","","43.606322","2.78098","","","","","","https://bio.acousti.ca/node/12221"
"12223","Europe: France: Herault: 6km SW of St. Chinian, Villespassans","Europe","FR","Herault","","","","","43.375296","2.892668","","","","","","https://bio.acousti.ca/node/12223"
"12225","Europe: United Kingdom: England: East Sussex: Castle Hill","Europe","GB","England","East Sussex","","","Castle Hill. Chalk downland.","50.846","-0.053","","","","","","https://bio.acousti.ca/node/12225"
"12227","Asia: Mongolia: c.200km W of Ulan Bator. c.1500m","Asia-Temperate","MN","","","","","","47.53","103.61","100000","","","","","https://bio.acousti.ca/node/12227"
"12229","Europe: United Kingdom: England: Kent: Dartford Marshes","Europe","GB","England","Kent","","","Dartford Marshes. Grassy bank by marsh.","51.476","0.222","","","","","","https://bio.acousti.ca/node/12229"
"12231","Europe: United Kingdom: England: Surrey: Oxshott Heath","Europe","GB","England","Surrey","","","Heath.","51.3388","-0.366","","","","","","https://bio.acousti.ca/node/12231"
"12233","Europe: United Kingdom: England: Dorset: nr Corfe Castle","Europe","GB","England","Dorset","","","Near Corfe Castle","50.640716","-2.056318","","","","","","https://bio.acousti.ca/node/12233"
"12236","Europe: United Kingdom: England: Dorest: Wareham: S of Town","Europe","GB","England","Dorset","","","Riverside Meadows","50.682587","-2.110507","","","","","","https://bio.acousti.ca/node/12236"
"12238","Europe: United Kingdom: England: Dorset: Isle of Purbeck","Europe","GB","England","Dorset","","","Isle of Purbeck","50.5413629652216","-2.43621826171875","","","","","","https://bio.acousti.ca/node/12238"
"12240","Europe: Greece: Thessalia: Just across border N of Dhomokos","Europe","GR","Thessalia","","","","","39.271188","22.248005","","","","","500","https://bio.acousti.ca/node/12240"
"12242","Room in private house. Eygelshoven, Netherlands.","","","","","","","","","","","","","","","https://bio.acousti.ca/node/12242"
"12243","Europe: Greece: Makedhonia: Thessaloniki: 4km NE of Vertiskos Village","Europe","GR","Makhedonia","Thessaloniki","","","","40.913745","23.270286","","","","","600","https://bio.acousti.ca/node/12243"
"12245","Europe: Greece: Peloponnisos: Akhaia: 5km S of Lagovuni (Kalavrita)","Europe","GR","Peloponnisos","Akhaia","","","","38.045547","22.110174","","","","","1100","https://bio.acousti.ca/node/12245"
"12247","Europe: Spain: Pyrenees: Gerona: Pto. de Tosas","Europe","ES","","","","","","","","","","","","","https://bio.acousti.ca/node/12247"
"12252","Asia: Malaysia: Sarawak: Mulu National Park: RGS Base Camp","Asia-Tropical","MY","Sarawak","4th Division","Borneo","","RGS Mulu Expedition, Base Camp Less than 30 metres above sea level 4°02'N 114°48'E. Sungai Melinau, affluent of Sungei Tutoh, 4th Division, Sarawak. Alluvial forest (JAR Anderson, preliminary report) + Limestone outlying hill.","4.033333","114.866667","","","","","65","https://bio.acousti.ca/node/12252"
"12253","Asia: Malaysia: Sarawak: Mulu National Park: RGS Camp II","Asia-Tropical","MY","Sarawak","4th Division","Borneo","","A steep stream affluent of the torrential river at camp I. Mixed dipterocarp forest, steep ridge terrain.","4.05","114.86667","","","","","500","https://bio.acousti.ca/node/12253"
"12257","Asia: Malaysia: Sarawak: Mulu National Park: RGS Camp III","Asia-Tropical","MY","Sarawak","4th Division","Borneo","","Montane forest, c.150m above zone of small diam. trees, on weakly defined ridge. 30m+ trees - good moss and epiphyte cover, some Nepenthes - peaty soil over grey clay & yellow clayey sand","4.03832","114.888995","","","","","1320","https://bio.acousti.ca/node/12257"
"12260","Asia: Malaysia: Sarawak: Mulu National Park: RGS Camp IV","Asia-Tropical","MY","Sarawak","4th Division","Borneo","","Montane forest, on exposed, steep ridge terrain, tree height 5-30m., thick growth, heavy moss cover, peat hummocks.","4.05","114.91667","","","","","1800","https://bio.acousti.ca/node/12260"
"12264","Asia: Malaysia: Sarawak: Mulu National Park: RGS Camp V","","","","","","","","","","","","","","","https://bio.acousti.ca/node/12264"
"12269","Asia: Malaysia: Sarawak: Mulu National Park: RGS Camp I","Asia-Tropical","MY","Sarawak","4th Division","Borneo","","RGS Mulu Expedition Camp I 220 meters above sea level (Hemming) 4°03'N 114°52'E Small affluent of the Sungei Melinau Paku. Lower edge of the mixed dipterocarp forest, within 1km of alluvial forest, between moderate and steep ridge terrain.","4.05","114.866667","","","","","220","https://bio.acousti.ca/node/12269"
"12301","Asia: Malaysia: Sarawak: Mulu National Park: RGS Pinnacles Camp","","","","","","","","4.120964","114.884734","","","","","","https://bio.acousti.ca/node/12301"
"12319","Asia: Malaysia: Sarawak: Mulu National Park: RGS Camp 2.5","","","","","","","","","","","","","","","https://bio.acousti.ca/node/12319"
"12372","Asia: Malaysia: Sarawak: Mulu National Park: RGS Kernagas Camp","","","","","","","","","","","","","","","https://bio.acousti.ca/node/12372"
"12404","Europe: Turkey: East Turkey: Mandrakoy near Babaeski","Europe","TR","","","","","Mandrakoy near Babaeski","41.3603","27.0714","","","","","","https://bio.acousti.ca/node/12404"
"12406","Europe: Turkey: N of Sarkoy","Europe","TR","","","","","","40.6454","27.0948","","","","","80","https://bio.acousti.ca/node/12406"
"12588","Europe: France: Dordogne, near Sarlat, Petite Rou de Puymartin","Europe","FR","","","","","","44.910372","1.140851","","","","","","https://bio.acousti.ca/node/12588"
"12591","Europe: Portugal: Algarve, Albufeira","Europe","PT","","","","","","37.102706","-8.246243","10000","","","","","https://bio.acousti.ca/node/12591"
"12593","Europe: France: Dordogne, Meyrals","Europe","FR","","","","","","44.885","1.395","","","Specimen label gives 49.855 degrees N - this is not in the Dordogne area as specified (Dorgogne, Meyrals). Assumed to be 44.855 degrees N.","","200","https://bio.acousti.ca/node/12593"
"12596","South America: Venezuela:","Southern America","VE","","","","","","","","","","","","","https://bio.acousti.ca/node/12596"
"12606","AU.WA.ALL","Australasia","AU","Western Australia","","","","37km E of Leonora on road to Laverton, Western Australia","-28.8836105318154","121.681486407715","","WGS84","","","401","https://bio.acousti.ca/node/12606"
"12678","Africa: Kenya: Karen, nr.","Africa","KE","","","","","Karen, near Ololua Forest","-1.35776","36.703382","5000","","","","","https://bio.acousti.ca/node/12678"
"12680","West Malaysia: Kuala Lumpur, Airport Lounge","","","","","","","","","","","","","","","https://bio.acousti.ca/node/12680"
"12683","Asia: Sulawesi: Dumoga Bone N.P., Project Wallace Base Camp","","","","","","","","0.588167","123.692695","20000","","","","","https://bio.acousti.ca/node/12683"
"12685","Europe: England: New Forest","Europe","GB","England","","","","","50.8579767081207","-1.61567687988281","20000","","","","","https://bio.acousti.ca/node/12685"
"12687","Europe: England: Wiltshire: Hamptworth","Europe","GB","England","Wiltshire","","","Hamptworth","50.975726","-1.647847","2000","","","","","https://bio.acousti.ca/node/12687"
"12692","Europe: Spain: Madrid: Sierra de Guadarrama, La Bola del Mundo","Europe","ES","","","","","","40.784933","-3.977841","","","","","2200","https://bio.acousti.ca/node/12692"
"12694","Europe: Spain: Cadiz: 36km W of Algeciras, 2km NE of Zahara de los Atunes","Europe","ES","","","","","","36.15108","-5.827523","","","","","","https://bio.acousti.ca/node/12694"
"12700","Europe: France: Aude, 7km N.E. of Axat, St. Louis","Europe","FR","","","","","","42.853868","2.324269","","","","","","https://bio.acousti.ca/node/12700"
"12703","Europe: France: Aude, 6km S.W. of Axar, Gesse","Europe","FR","","","","","","42.776882","2.153323","","","","","","https://bio.acousti.ca/node/12703"
"12706","Europe: Spain: Gerona: 5km SW of Llansa, Balleta","Europe","ES","Gerona","","","","","42.340345","3.115444","","","","","","https://bio.acousti.ca/node/12706"
"12807","South America: Trinidad and Tobago: Tobago: Mary's Hill Lodge","Southern America","TT","","","Tobago","","Mary's Hill Lodge","11.2053664164755","-60.7509613037109","","","","","","https://bio.acousti.ca/node/12807"
"12856","Europe: Germany: Oberbayern: Inntal, near Niederaudorf","Europe","DE","","","","","","47.6","12.12","","","","","550","https://bio.acousti.ca/node/12856"
"12930","North America: USA: Missouri: Butler County: south of Poplar Bluff","Northern America","US","Missouri","Butler County","","","South of Poplar Bluff","36.64","-90.41","20000","","","","","https://bio.acousti.ca/node/12930"
"12932","Oceania: New Zealand: South Island: Queen Charlotte Sound","Australasia","NZ","","","South Island","","Queen Charlotte Sound","-41.08","174.26","50000","","","","","https://bio.acousti.ca/node/12932"
"12934","Oceania: New Zealand: South Island: Nelson","Australasia","NZ","","","South Island","","Nelson","-41.274642","173.298366","20000","","","","","https://bio.acousti.ca/node/12934"
"12936","Oceania: New Zealand: South Island: Roses Saddle","Australasia","NZ","","","South Island","","Roses Saddle","-44.832518","168.900911","20000","","","","","https://bio.acousti.ca/node/12936"
"12938","Europe: United Kingdom: England: Norfolk: Barton Broad: 100m N Pleasure Hill Island","Europe","GB","England","Norfolk","","","Barton Broad","52.739212","1.49794","1000","","","","","https://bio.acousti.ca/node/12938"
"12974","Australia: Brisbane","Australasia","AU","","","","","","-27.553","153.178","","","","","","https://bio.acousti.ca/node/12974"
"12975","Australia: Pinjarra","Australasia","AU","","","","","","-32.64","115.869","","","","","","https://bio.acousti.ca/node/12975"
"12976","Australia: E of Albany","Australasia","AU","","","","","","-34.406","118.727","","","","","","https://bio.acousti.ca/node/12976"
"12977","Australia: Bunbury","Australasia","AU","","","","","","-33.335","115.647","","","","","","https://bio.acousti.ca/node/12977"
"12978","Australia: E of Jerramungup","Australasia","AU","","","","","","-33.829","119.265","","","","","","https://bio.acousti.ca/node/12978"
"12979","Australia: E of Jerramungup","Australasia","AU","","","","","","-33.83","119.265","","","","","","https://bio.acousti.ca/node/12979"
"12980","Australia: SW of Kalgoorlie","Australasia","AU","","","","","","-30.844","121.385","","","","","","https://bio.acousti.ca/node/12980"
"12981","Australia: SW of Kalgoorlie","Australasia","AU","","","","","","-30.839","121.386","","","","","","https://bio.acousti.ca/node/12981"
"12982","Australia: SW of Arthur River","Australasia","AU","","","","","","-33.598","116.814","","","","","","https://bio.acousti.ca/node/12982"
"12983","Australia: Margaret River","Australasia","AU","","","","","","-33.951","115.073","","","","","","https://bio.acousti.ca/node/12983"
"12984","Australia: N of Mt Ragged","Australasia","AU","","","","","","-33.376","123.398","","","","","","https://bio.acousti.ca/node/12984"
"12985","Australia: SH1 and Oldfield R","Australasia","AU","","","","","","-33.672","120.672","","","","","","https://bio.acousti.ca/node/12985"
"12986","Australia: Ravensthorpe","Australasia","AU","","","","","","-33.581","120.061","","","","","","https://bio.acousti.ca/node/12986"
"12987","Australia: S of Kojonup","Australasia","AU","","","","","","-33.972","117.214","","","","","","https://bio.acousti.ca/node/12987"
"12988","Australia: SW of Coolgardie","Australasia","AU","","","","","","-31.518","120.799","","","","","","https://bio.acousti.ca/node/12988"
"12989","Australia: Koondoola, Perth","Australasia","AU","","","","","","-31.859","115.862","","","","","","https://bio.acousti.ca/node/12989"
"12991","Australia: Yarloop","Australasia","AU","","","","","","-32.952","115.914","","","","","","https://bio.acousti.ca/node/12991"
