"id","topic","value","info_url"
"47797","behaviour","<p>Melanogryllus desertus (Pallas, 1771) (Figs. 3; 10; 17) - the species stridulates from June to September, in the evening and at night. The calling song is composed from echemes of 12-13 hemisyllables and the gaps between echemes are very variable, from 0.1 and 0.5 second at 30oC and sometimes more than 1 second at a temperature below 20oC. An echeme has 0.2 &ndash; 0.3 seconds.</p>
<p>he stridulation begins in the afternoon and lasts until late at night; it can be heared from more than 15 meters. The pars stridens has approximately 2,5 mm (the area with stridulatory pegs) and 136 pegs. </p>","https://bio.acousti.ca/node/47797"
"47799","behaviour","<p>Modicogryllus frontalis (Fieber, 1845) (Figs. 4; 11; 18) - males can be heared stridulating from early July until late September. The echemes are composed of 18-20 hemisyllables and the gaps between those echemes are variable between 0.1 and 3 seconds, depending on the temperature. For example, at 29oC those gaps are 0.2-1.5 seconds. The echeme has 0.2-0.3 seconds. Modicogryllus frontalis begins its stridulation in the afternoon and at night, but not rarely we can hear this species singing at day time (especially in sunny days). Pars stridens is approximately 1,2 mm long (area with stridulatory pegs) and has 139 pegs. </p>","https://bio.acousti.ca/node/47799"
"47801","behaviour","<p>Song characteristics: echemes have 0.7-1 second; gaps between 2 consequent echemes: 0.2- 2seconds; number of hemisyllables of an echeme: 5-6. This species stridulates between late June and late September, in the afternoon and at night. The song can be easily distinguished from the Modicogryllus frontalis stridulation, as the oscillogram shows. Both species stridulation can be heared from more than 20 meters, mentioning that the Modicogryllus truncatus song is a little louder. The stridulatory pegs area of the pars stridens has approximately 1,4 mm and 122 pegs. </p>","https://bio.acousti.ca/node/47801"
"47803","behaviour","<p>Pteronemobius heydenii (Fischer, 1853) (Figs. 6; 13; 20) - this species stridulates from May to July; stridulation being emitted all day long and sometimes at night. It can be heard from maximum 30 meters, but the individuals can hardly be located. The echeme has 1.5-3 seconds and each echeme is composed from more than 50-60 hemisyllables. Gaps between echemes can be from 1 to 5 seconds long, depending on the temperature: as higher the temperature, as shorter the gap is. The pars stridens has approximately 0.9 mm (the area with stridulatory pegs) and a number of 105 pegs. </p>","https://bio.acousti.ca/node/47803"
"47805","behaviour","<p>Oecanthus pellucens (Scopoli, 1763) (Figs. 7; 14; 21) - this species calling song is very common and well known because it can be heard everywhere with exception of the mountains. The species stridulates at night and very rarely we can hear it singing during day time, usually in late autumn. Each echeme has a number of 25-40 hemisyllables and a 0.8-1.2 seconds length. Gaps between two successive echemes are 0.4-1 second long. In the warm nights, the gaps have a very small lenght, meanwhile in the colder autumn nights the gaps have a bigger length, sometimes up to more minutes. The pars stridens has approximately 1.5 mm (area with stridulatory pegs) and only 46 pegs. </p>","https://bio.acousti.ca/node/47805"
"47810","behaviour","<p>The calling song of male G. integer consists of chirps with two or three sound pulses each (carrier frequency of approximately 4.2 kHz). Males call in trains of chirps, defined as bouts, comprising a period of calling with no pause greater than 100 ms (Fig. 1A) (Hedrick, 1988). A male&rsquo;s calling bout length is heri- table, and females preferentially approach sources of calls with long bouts versus those with short bouts (Hedrick, 1986, 1988). By contrast to calling song, courtship song in G. integer consists of 4.2 kHz sound pulses interspersed with higher amplitude, higher frequency (13 kHz) single sound pulses (Fig. 1B). </p>","https://bio.acousti.ca/node/47810"
"47818","behaviour","<p>The calling song of males of E. bordigalensis from Novosedly consists of long, uninterrupted sequence of syllables which lasts several minutes. The normal duration of syllables were 0.122-0.149 s (r=0.132 s) and they are were consisted of 11-13 impulses (Fig. 5); among the normal syllables the shorter syllables were irregularly inserted (duration 0.023-0.088 s; 1-7 impulses) (Fig. 5). The intervals between the syllables were 0.120-0.530 s (r=0.300 s). The carrier frequency of the song shows a band between 4.6-15.5 KHz (Figs. 5 and 6). The song has low intensity (e.g. in comparison with Gryllus campestris LINNÉ, 1758) and it could not be usually heard from the distance longer than 10m. Crickets have night stridulating activity. First males started to sing at the late afternoon (at 7 p.m. 15.07.2005) and regularly stridulated from the sunset to the midnight which corresponds with field observation.</p>
<p>The oscillograms of the song of E. bordigalensis was previously published and commented by RAGGE and REYNOLDS (1998). The song of E. bordigalensis from France and Italy described by these authors slightly differs from our results. The authors found calling song consists of syllables repeated at the rate of about 2.5-4.0s and each composed of about 14-20 impulses. Each syllable lasted about 0.150-0.270s. The frequency of the carrier wave was 3.5-5 kHz. The differences can show to little local differences in song structure. For the comparison it is required to have material from more parts of the distributional area. The divergence of songs can be also caused by recording in lower temperature, when these authors used recordings in temperatures of 15&deg;C and 22&deg;C.</p>
<p>RAGGE and REYNOLDS (1998) also summarised older references to song of E. bordigalensis. More recently, the song was briefly described also by VAN ELST &amp; SCHULTE (1995) and BENNET-CLARK and BAILEY (2002). VAN ELST and SCHULTE (1995) mentioned that the song is regular and consists of 2 syllables/s at 17 &deg;C and 1 syllable/s at 12 &deg;C. BENNET-CLARK and BAILEY (2002) described the song as short trills with dominant song frequency at 5 kHz. </p>","https://bio.acousti.ca/node/47818"
"47822","behaviour","<p>The song of the male found in Montemor-o-Novo ( g. 2) differs from that of the males collected in italy (schmidt 1996a, abb. 12). The loud calling song consisted of a series of very short syllables, sometimes repeated fairly regularly, at a rate of about 16/s at relatively high temper- atures. The interval between successive syllables was very short (about 30-110 ms). The song continued for inde nite periods, often for many minutes. The oscillographic analysis showed that diplosyllables were emitted. The opening stroke is always faint and clear, but the audible sound is produced by the closing stroke of the elytra. The loud part of the hemisyllable lasts for about 5 ms. Ragge &amp; Reynolds (1998) also report- ed some differences in the songs of males collected in france. </p>","https://bio.acousti.ca/node/47822"
"47824","behaviour","<p>The calling song of two males was recorded (one viewed in&nbsp; g. 2). It consists of a long sequence of echemes (chirps) lasting several seconds (5-6 s), comprising about 32-43 macrosyllables and often ending with 5- 6 microsyllables. within one echeme the syllables are fairly uniform in duration and are repeated at the rate of about 30 ms. The analysis of the oscillogram shows that opening hemisyllables are absent, as reported by Ragge &amp; Reynolds (1998) for males from southern France. The closing macrosyllables lasted for 105-110 ms and the microsyllables 5-10 ms at 19&deg;c, at night (22oo).The macrosyllables were repeated at an ascend- ing rate from 45 to 60 ms. The microsyllable sequence, at the end of an echeme, lasted for 0.6 s at the most. The echemes began quietly, reaching a maximum, and remaining at this intensity, after four to eight syllables, until the call ended. almost all macrosyllables ended with one, or two, strong strokes. The song shows some similarities with that of P. af nis (see Schmidt &amp; Schach 1978). </p>","https://bio.acousti.ca/node/47824"
"47826","behaviour","<p>The male calling song was recorded at a relatively low temperature (17&deg;C), after moulting to the adult stage at Hannover, and was some- what irregular ( g. 2). The quiet diplosyllables, each lasting for about 165-175 ms, are composed of an opening hemisyllable lasting for about 40 ms and a little louder closing hemisyllable, lasting for 100-120 ms, separated by a short interval of about 10 ms. The rate of repetition of the syllables was irregular, occuring at about 1-2/s, for long periods. The male calling songs recorded in france and spain reported by Ragge (1990) differ somewhat from those presented by schmidt (1989) for Italian individuals. </p>","https://bio.acousti.ca/node/47826"
"47828","behaviour","<p>Ragge &amp; Reynolds (1998) recorded male calling songs, produced during sunny days, consisting of very brief echemes. The specimens were collected in Spain (León, Orense). In Portugal (Serra do Alvão), males were sampled which produced either short echemes (with 6-7 or 9-11 syl- lables) or echemes with 14-16 syllables ( g. 5). This calling behaviour was individual-speci c and temperature dependant, occuring only around noon. The echemes were repeated at intervals of 6-8s. The oscillograph- ic analysis showed that each echeme begins with increasingly loud and short syllables (opening hemisyllables). Only the last 2-3 were diplosyl- lables, with very brief closing hemisyllables followed immediately by a longer diplosyllable, in which the closing stroke is three times longer than the opening stroke. in all cases, only the long echemes were fol- lowed by one, or two, diplosyllables after short intervals of about 0.5-1 s. </p>","https://bio.acousti.ca/node/47828"
"47830","behaviour","<p>The male calling song was presented by Ragge (1986) and is shown in&nbsp; g. 10 (two echemes). The calling song of a male is an echeme last- ing for about 1.0-1.5/s and constisting of about 20-22 syllables repeated at a rate of about 18-20/s ( g. 11). Each echeme begins quietly, rapidly increasing in intensity. The öscillographic analysis shows that the down- stroke hemisyllables have a characteristic pattern of gaps, which often become obscured towards the end of the echeme. The echemes are often produced singly and repeated at irregular intervals, as Ragge &amp; Reynolds (1998) reported. </p>","https://bio.acousti.ca/node/47830"
"47832","behaviour","<p>Ragge (1986) and schmidt (1999) reported the male calling song of this species from different sites where it was collected, either in spain or portugal.</p>
<p><br />
	The different song types are shown in&nbsp; gs. 11 and 12. The male call- ing song is an echeme lasting for about 1.0-1.5/s and consisting of 28- 35 syllables repeated at the rate of about 20 syllables/s, at 30&deg;C. Each echeme begins quietly, some times starting with a loud syllable and soon reaching maximum intensity. at the beginning some incomplete hemi- syllables were produced, after which syllable repeatition was similar dur- ing the course of the echeme.</p>
<p><br />
	The courtship song is quite different. sitting obliquely head-to-head the male stridulates intensively producing a quiet sound of a long mono- tone echeme, lasting for up to 6 s, and which is probably in uenced by temperature. At 17&deg;C, 11 syllables/s were produced. In total, up to 74 syllables per echeme could be counted. its structure was similar to that of the calling song. </p>","https://bio.acousti.ca/node/47832"
"47834","behaviour","<p>The song of the males of this species presented large variations, par- ticulary when compared with those recorded for males caught near ma- drid (Ragge &amp; Reynolds 1998) and&nbsp; g. 11. However, in both cases, the male calling song consists of a series of echemes, lasting for about 1.0- 1.7 s each, at 30&deg;C, made up of about 29-31 syllables repeated for un- de ned periods, at a rate of 15-17/s. In contrast to the males from Ma- drid, each echeme begins at a low pitch reaching maximum intensity af- ter about 1/3 of its duration. The oscillographic analysis showed that the sound consists of both upstroke and downstroke syllables, the later being longer and louder and lasting for 35 ms. The upstroke lasted for 20 ms and could always be recognized. p</p>","https://bio.acousti.ca/node/47834"
"47836","behaviour","<p>The male calling song and taxonomic measurements were presented by Ragge &amp; Reynolds (1988), showing that the species is closely related to C. (G.) brunneus which is distributed in central europe beyond the pyr- enees and in italy, as a special form. fig. 10 presents some echemes of the portuguese males. The male calling song is a sequence of usually 5-8 short echemes, each lasting for about 0.5s. The echemes usually consist of 5 syllables without recognisable intervals, but a short gap appears before the ending of the downstroke. up- and downstrokes are not clearly sepa- rated ( g. 10), as found in indivuals from Sierra Nevada (Schmidt 1999).<br />
	similarly to what happens between the related species, C. (G.) brun- neus, and C. (G.) jacobsi, which are sympatric in the Pyrenees, rival- ry singing between two males often takes place, as shown in&nbsp; g. 11. In such songs the echemes are shorter than in the male calling songs. in the present case, the males alternatedf at intervals of 1 s. </p>","https://bio.acousti.ca/node/47836"
"47843","behaviour","<p>The song of Hexacentrus unicolor consists of short chirps (approximately 50&mdash;100ms long) presented in a rhythm of about 2Hz (1.6-3.3 Hz). One chirp consists of a crescendoing group of pulses, which follow one another with a frequency of 320-415 Hz. The variation is principally due to different ambient temperatures (22.5-28.5&deg;C). The frequency spectrum shows two narrow maxima at 11 and 33 kHz and two submaxima at 22 and 44 kHz.</p>
<p>Data known from studies of other bushcrickets (e.g. Busnel, Busnel &amp; Dumortier, 1956) suggest that during one opening and closing sequence one chirp, comprising a group of pulses, is produced. However, recordings of the wing movements show that this is not the case in this species: with each cycle of movement only one pulse is created. Accordingly the frequency of the wing movements is very high (320-415 Hz, see above). The course of the stridulatory movement is shown in Fig. 2. Fig. 2A shows a long recording of the song, Fig. 2B gives a more detailed account of the generation of a chirp. Some time before the generation of sound, the elytra are moved with very high frequency; only after a short period of &#39;introductory swinging&#39; does the crescendoing tone start. The pulses always emerge during the second half of the closing movement of the wings (Fig. 2C). At the end of a pulse group the wings remain in an opened position for some time. During the successive closure of the wings an isolated sound pulse is created.</p>
<p>Throughout the song the animal is positioned in such a manner that its slightly opened elytra render the alae visible (see fig. 6 of Heller, 1983). The amplitude of the movement is very small and only a vibration is perceptible with the naked eye. An identical wing vibration can be recorded before the song. At this stage the movement is soundless, with almost the same rhythm, frequency and amplitude. The only difference from singing - except for the missing sound production - is that in most cases the elytra spring back without delay to the neutral position at the end of a chirp.</p>
<p>The frequency of the wing beat during flight is, as expected, far lower: 22-23 Hz (also measured opto-electronically on two females at 26 &deg;C). </p>","https://bio.acousti.ca/node/47843"
"47846","behaviour","<p>Males of G. australis produce a loud calling song from specialized burrows similar to those constructed by G.vineae (Bennet-Clark, 1970). The calling song of G. australis is a loud trill produced for 20&mdash;30min at dusk on summer nights, when the soil temperature is above 15&deg;C. At 23&deg;C the call has a carrier frequency of 2-54 kHz and a pulse repetition frequency of about 70 Hz. </p>","https://bio.acousti.ca/node/47846"
"47848","behaviour","<p>Males of T. commodus produce a complex calling song that contains two types of chirps, as described previously (Leroy, 1966; Hill, Loftus-Hills &amp; Gartside, 1972). For the purposes of the present study, the call of T. commodus at 23 &deg;C is assumed to consist of one complex chirp of five high-amplitude pulses with a repetition frequency of 15 Hz, and 12 smaller pulses at 25 Hz followed by a simple chirp of 12 small pulses, also at 25 Hz. This sequence of two chirps is repeated for the duration of the call at a rate of 30min<sup>-1</sup>. The carrier frequency of the call is 3-8 kHz at 23&deg;C (Hill, 1974). </p>","https://bio.acousti.ca/node/47848"
"47855","behaviour","<p>To the human ear, the song uttered by S. (T.) natalia can be distinguished from that of S. (T.) caliendrum. It is shorter, raspy, less intense and less musical than in S. (T.) caliendrum. In Fig. 5, we depict waveforms and spectrograms. Sciobia (T.) caliendrum shows a more continuous singing activity than S. (T.) natalia. Chirps are quite different between species. Chirps are 100ms in length with an uniform, low amplitude decay of 100-200 ms long (Fig. 5C) and are composed of 6-9 syllables of regular amplitude with the first to third increasing progressively and maintaining this maxi- mum to the end (Fig. 3E). The syllable presents ampli- tude modulation (Fig. 5G) at 6 and 5 KHz respectively (Fig. 5I) related with a trill-type sound effect. On the contrary, S. (T.) natalia chirp is longer (250-350 ms) (Fig. 5D) with an average of 25 syllables per chirp (range 23-28) and a progressive amplitude with sharp end (Fig. 5F). The syllable presents an only compo- nent at 7 Khz (Fig. 5H).</p>
<p>....</p>
<p>According to our field observations, we believe that an important reason for S. (T.) natalia going unnoticed is the coexistence in mosaic areas of appropriate microhabitats with S. (T.) caliendrum, a more conspicuous relative species. In the appropriate dates, S. (T.) caliendrum is extraordinary noisy and visible in areas where S. (T.) natalia can also be pres- ent. Sciobia (T.) caliendrum may be present at high densities in certain plots where choruses are heard everywhere with a louder and ubiquitous song, mask- ing the presence of S. (T.) natalia, even if recognized by ear. Under the same situation, most of the visual contacts are for S. (T.) caliendrum that is easier to find in plots with bare ground or with short or sparse vegetation. A shallow evaluation probably result in S. natalia going unnoticed, which may be the case in some of the many areas in which we found S. (T.) caliendrum. (3) The lack of researchers devoted to studies of classical taxonomy, species discovery, descriptive work on faunistics of arthropods and prone to combine museum with field research. This is a serious problem for biodiversity assessment and respond to the low promotion value and poor fund- ing of these kind of studies, particularly neglected for many decades (e.g. Wheeler et al., 2004).</p>
<p>...</p>
<p>The crowd courtship of Sciobia (T) crickets, sing- ing and moving in large numbers in certain plots of the Cádiz province, is an entomological phenomenon worth preserving for Europe. </p>","https://bio.acousti.ca/node/47855"
"47883","behaviour","<p>Temporal pattern<br />
	A trill sounds like a faint buzzing that increases in volume and ends abruptly (maximum intensity 30 dB SPL at 1 m). The trill is composed of a train of pulses (syllables) produced at a uniform rate but continuously increasing in amplitude (Fig. 2).<br />
	The intervals between successive trills are variable. According to the general principle of cricket stridulation, every pulse is produced by the interaction between the file and plectrum during a single closing of the wings. The wingstroke rate therefore determines the pulse rate, whereas the tooth-strike rate, in interaction with the vibration of the sound radiator, determines the carrier frequency (Bennet-Clark, 1989). At 27&nbsp; ̊C, trill durations of 2.1&plusmn;0.3 s (mean &plusmn; S.D.) were measured (8 individuals, 10 trills each). Each trill was composed of 261&plusmn;39 pulses, which gives a mean pulse rate of 124 pulses s 1 (mean pulse period 8 ms). The pulse duration (pd), the number of cycles of the carrier frequency per pulse and the pulse amplitude (pa) increase continuously during a trill (pd from about 1 to 7 ms; number of cycles from about 9 to 30; pa, 10 dB rise ratio). Carrier frequency (see below) and pulse period (pp) remain constant.</p>
<p><br />
	Carrier frequency<br />
	The file-and-plectrum mechanism and tuned sound radiator (see below) emit tone pulses of a nearly pure frequency. Because of its predominant character, the fundamental frequency can easily be calculated by counting the cycles from an oscillogram (film speed 8ms 1). For five animals, every successive tenth pulse within a trill (recorded at 27 ̊C) was analysed in this way. The pulses may differ in amplitude (Fig. 2A) but their frequency does not. Nevertheless, each individual had its own characteristic frequency within the range 5.7&plusmn;0.1kHz (N=25 pulses) to 6.1&plusmn;0.2kHz (N=27 pulses). </p>","https://bio.acousti.ca/node/47883"
"47887","behaviour","<p>Calling song (Figs 15&ndash;17). Field recorded in 19.iii.2011, at 19h30, ambient temperature at 14oC; trill with dominant frequency of 2422 Hz, pulse period of 0.037s, and pulse rate of 28 pulses/second. </p>","https://bio.acousti.ca/node/47887"
"47963","behaviour","<p>The stridulation of Atlanticus testaceus has been described in the literature (Cantrall, 1943, Davis, 1893, et al), so its general character is well known. Other apsects of the stridulation and associated behavior are not as well known. The pitch of the call is altered under cool conditions and becomes a short, sputtery creak rather than its usual zzzzp-zzzzp-zzzzp-zzzzp expressed again and again. It appears that more than one kind of call characterizes the species. There may possibly a distinct mating sound, for a mature female approaching a calling male may elicit a change in his even trill to a slower, interuppted clatter. There is sometimes an alarm call. Atlanticus males, when picked up or otherwise disturbed, sometimes emit a single loud zik, often in association with escape behavior. </p>","https://bio.acousti.ca/node/47963"
"47965","behaviour","<p>A male (SDBDU 2015.3070, from Manipal) of Fejervarya rufescens produced a single type of call with pulsatile temporal structure (Figs. 8A&ndash;C). Calls were not delivered in groups and had uniform intervals. A typical advertisement call (Fig. 8B) had a duration of 233.7 ms with 52 pulses delivered at a rate of 227.1 pulses per second. Call had a rise time of 221.9 ms and a short fall time of 11.2 ms. The spectrum was characterized by two broad peaks with a dominant frequency of 2.9 KHz (Fig. 8D). The animal was recorded on 13 July 2015, around 20:00 hours. Air temperature at the time of recording: dry bulb 27◦C, wet bulb 26.5◦C. For comparison with the call of Fejervarya manoharani sp. nov. see &lsquo;vocalization&rsquo; of that species. </p>","https://bio.acousti.ca/node/47965"
"47966","behaviour","<p>A male (ZSI/WGRC/V/A/950, from Chathankod-Bonnacaud) of Fejervarya manoharani sp. nov. produced a single type of call with a pulsatile temporal structure (Figs. 8E&ndash;G). Calls were not delivered in groups and had uniform intervals. A typical advertisement call (Fig. 8F) had a duration of 260.1 ms with 76 pulses delivered at rate of 301.5 pulses per second. Call had a rise time of 127.2 ms and a short fall time of 11.7 ms. The spectrum was characterized by two broad peaks with the overall dominant frequency of 2.6 KHz (Fig. 8H). The animal was recorded on 24 June 2015, between 19:00&ndash;21:00 hours. Air temperature at the time of recording: dry bulb 25◦C, wet bulb 24◦C.</p>
<p>In comparison to Fejervarya rufescens, the call of F. manoharani had a higher number of pulses, 76 pulses (vs. 52 pulses in F. rufescens) and was delivered at a faster rate, 301.5 pulses per second (vs. 227.1 pulses per second in F. rufescens). The overall dominant frequency of F. rufescens call (2.9 KHz) was higher compared to F. manoharani (2.6 KHz). The call rise time was also higher in F. rufescens, 221.9 ms (vs. 127.2 ms in F. manoharani), making the calls of both these species considerably distinct from each other (Figs. 8B, 8F). </p>","https://bio.acousti.ca/node/47966"
"47982","behaviour","<p>Song.&mdash; Time-amplitude-pattern. In Ectadia diuturna sp. n. one song unit typically lasted about 30 to 60 s (all data for 25&deg;C ex- cept otherwise mentioned; up to 80 s in the&nbsp; eld at 18&deg;C). It was followed by the next unit after a silent interval as short as some seconds, but also as long as some minutes. The shortest intervals were observed when males and females were in acoustical con- tact. Each unit contained four phrases each of which consisted of a different combination of micro- and macrosyllables. A simple and clear example is shown in Fig. 10A. However, often the differ- ent phrases were connected by transitional phrases. A song unit started with a series of tick-like microsyllables, separated by inter- vals of about 150 ms (phrase A; see Fig. 11 for details). Sometimes the intervals between the ticks were larger and more irregular. Be- tween these loud syllables (occasionally?) short and soft sounds were observed. At the end of a phrase typically two tick sounds fol- lowed each other quite closely (10 ms interval) a few times. Such phrases were also heard isolated outside complete song units, possibly representing unsuccessful attempts to start a song unit. After this phrase a series of macrosyllables followed (phrase B), in which always two types of impulse groups alternated, a long series (ca. 70 impulses; duration 120 ms), sometimes split into two or more by one or several unusually large intervals, and a short series (ca. 55 densely packed impulses; duration 30-40 ms). Both groups differed distinctly in carrier frequency (see below). In amplitude, this phrase was always lower than the loud phrase A. Its duration was the most variable of all phrases, from nearly missing up to ten seconds. Phrase C consisted of a long series of stereotypic ele- ments (period about 500 ms), each containing two pairs of im- pulse groups as seen in phrase B. These pairs were separated from the next pair by an interval of about 200 ms. During this interval one (or two) loud microsyllables were produced and addition- ally a series of softer isolated impulses. While in Fig. 10 an abrupt change from phrase B to C can be seen, in many other recordings there is a long transition with phrase C elements appearing more and more frequently (see e.g. Fig. 12). Phrase D&nbsp; nally consisted of several repetitions of the impulse series from phrase C (period about 400 ms) without macrosyllables.</p>
<p><br />
	The females responded near the end of a song unit (Fig. 12). They answered mostly not only once, but several to many times (1&ndash;25 responses per song unit). The responses occurred nearly al- ways during phrase D, and often also additionally at the end of phrase C. Very rarely they were heard during phrase A, in this case the females possibly assuming a late phrase D from the previous song unit. In many phaneropterine species, the females respond with a species-speci c delay after the male song or some parts of it (e.g. Heller and Helversen 1986). This is probably also the case in E. diuturna sp. n., but the response delay is dif cult to measure exactly, because often several possible trigger events are closely to- gether, and the response consists of several loud impulses distrib- uted over more than 100 ms. The delay is obvious in the range of 150&ndash;250 ms. In any case, often very soft impulses (more than 20 dB softer than the main response) were observed that occurred much faster (70&ndash;80 ms) than the loud impulses.</p>
<p><br />
	Carrier frequency.&mdash; During one song unit, parts with quite different spectral composition were observed. The short, tick-like elements of which phase A and D consisted and which occurred also in phase C, had always a quite similar spectrum. Its peak was situated at about 20 kHz, in the lower half with strong components starting abruptly at about 5 kHz, in the higher half continuously decreas- ing in power until 40 kHz (Fig. 13). Also the softer and shorter impulse groups found in phase B and C were similar to this pattern presenting a relatively narrow peak at 20 kHz and a side-peak at 40 kHz. However, the longer and often louder impulse groups from phase B and C differed distinctly. Their spectrum contained two clearly separated peaks. Besides a high and narrow peak at 10 kHz it showed a broad maximum at 60 kHz (Fig. 13). These impulse groups alternated with the shorter and softer impulse groups (see&nbsp; g. 5 in Heller et al. 2015). The female response had its maximum between 10 and 20 kHz (recorded in audible range only). </p>","https://bio.acousti.ca/node/47982"
"47983","behaviour","<p>Song.&mdash; Time-amplitude-pattern. The male calling song consisted of song units each lasting about 1.5 s repeated after an interval of about 4 s (Fig. 16A). Each was made of a series of microsyllables (about 15), repeated with 20 Hz, followed by a long series of impulses with decreasing intervals. This song unit is produced by opening the tegmina very widely, then closing and opening them several times only in part, resulting in the microsyllables. The microsyllables are not tick-like sounds as in E. diuturna sp. n., but consist of compact series each with a few impulses. Then the male closed the tegmina completely and very slowly. The contact of the scraper with the&nbsp; ne basal part of the&nbsp; le produced a long series of heavily damped im- pulses (Fig. 16; see also&nbsp; g. 7 in Heller et al. 2014).</p>
<p>The female responded immediately after the end of the male impulse series (Fig. 16), typically with one or a few impulses, oc- casionally with one or a small series up to a few hundred ms later in addition. Sometimes responses were observed even before the male series had ended.</p>
<p><br />
	Carrier frequency.&mdash; Both parts of the song unit had a quite similar spectral composition with two peaks (Fig. 17). Besides a narrow low-frequent peak around 10 kHz there was a broad maximum at about 50-60 kHz. The female response showed a peak at 20 kHz, in width and placement intermediate between the two male peaks.</p>
<p>Besides the acoustical signals soundless vibratory body move- ments were observed in both sexes.</p>","https://bio.acousti.ca/node/47983"
"47985","behaviour","<p>The stridulation (sound production) mechanism within Pamphagidae is very diverse because of the secondary adaptation of some structures for its function (Garc&iacute;a et al. 2014). Almost all cases of sound production in this family have been documented from females as part of the mating behavior. Sound production in males has very rarely been observed (L&oacute;pez et al. 2008). Our observations in the field, a product of good luck, for the first time document that the males of P. chopardi stridulate. As far as we know, no other record of stridulation within that particular genus exists.</p>
<p>The purpose of stridulation and the behavior of the males while producing the sounds is intriguing. No female was in sight. The two individuals were very active, moving along parallel paths, within less than a meter away from each other. An unresolved issue is whether the two males were stridulating as part of aggression behavior towards each other, or because of the disturbance caused by our presence, and not as part of an attempt to attract females for mating. &Uuml;nal (2007) reached similar results for the pamphagid genus Glyphotmethis, documenting that members of this genus produce sounds through Krauss&rsquo;s organ not to attract the different sex but for defense reasons.</p>
<p>The sound produced consisted of &lsquo;clicks&rsquo; easily audible from several meters away. We observed that they used a rubbing method, involving the movement of the hind &ldquo;feet&rdquo; (it is uncertain whether tarsi or femora are involved), up and down on the vertical axis. Paranocarodes species are extremely squamipterous, with only traces of tegmina found, so the emission of sounds by the males was not achieved by means of rubbing the tegmina against parts of the hind leg, but through a different way, involving most probably parts of the hind legs and the sides of abdomen. &Uuml;nal (2007), in his research on Glyphotmethis, observed that the sound was produced by rubbing the hind femur on Krauss&rsquo;s organ.</p>
<p>Massa (2012) studied a large number of Pamphagidae genera for their ability to produce sounds. Krauss&rsquo;s organ is a small plate situated on both sides of the second abdominal tergite in most pamphagids, and is supposed to have a stridulatory function by rubbing hind femurs against it. This method of sound production is considered most primitive. The species of genus Paranocarodes Bolivar, 1916 have only a just visible Krauss&rsquo;s organ and no specialized hind femur (Massa 2012), thus have probably abandoned this mechanism, and have secondarily adapted a more evolved method of sound production (Garc&iacute;a et al. 2014). The tympanum, a structure placed also on both sides of the abdominal tergites, although normally used for hearing only, in this case amplifies the emitted sounds. According to Massa (2012), members of Paranocarodes have a wide tympanum. Paranocarodes chopardi however does not seem to fit that rule as it has a very small tympanum (&Uuml;nal pers. comm. 2017). </p>","https://bio.acousti.ca/node/47985"
