"id","vernacularName","language","locality","remarks"
"34070","Japanese House Bat","en","",""
"34071","Great Roundleaf Bat","en","",""
"34073","North Pacific Right Whale","en","",""
"38083","Arable Cricket","en","",""
"37562","カネタタキ","ja","",""
"37914","Variable Field Cricket","en","",""
"34240","Marsh Meadow Grasshopper","en","",""
"34406","Rufescent Burrowing Frog","en","",""
"34407","Maoharan's Burrowing Frog","en","",""
"34718","Grey Mouse Lemur","en","",""
"34719","Pale Spear-nosed Bat","en","",""
"38093","Japanese macaque","en","",""
"37683","Song sparrow","en","",""
"37501","Painted Manakin","en","",""
"37556","リュウキュウカヤヒバリ","ja","",""
"37557","キビヒバリ","ja","",""
"37558","セグロキンヒバリ","ja","",""
"37563","イソカネタタキ","ja","",""
"37564","リュウカネタタキ","ja","",""
"37565","ヒルギカネタタキ ","ja","",""
"37566","オチバカネタタキ","ja","",""
"37567","マダラスズ","ja","",""
"37569","シバスズ","ja","",""
"37571","ハマスズ","ja","",""
"37572","ヒゲジロスズ","ja","",""
"37573","カワラスズ","ja","",""
"37574","リュウキュウチビスズ","ja","",""
"37575","ヤマトチビスズ","ja","",""
"37577","エゾスズ","ja","",""
"37578","ヒメスズ","ja","",""
"37579","イソスズ","ja","",""
"37582","White-throated Thrush","en","",""
"37609","Red-eyed Vireo","en","",""
"37610","Viréo aux yeux rouges","fr","",""
"37611","Vireo ojirrojo norteño","es","",""
"37612","Vireo ojo rojo","es","",""
"39507","American robin","en","",""
"39496","Warbling vireo","en","",""
"38111","Bottlenose dolphin","en","",""
"38105","Meerkat","en","",""
"38110","Harbour porpoise","en","",""
"37668","Bornean foot-flagging frog","en","",""
"37669","Acadian flycatcher","en","",""
"37670","Black-throated green warbler","en","",""
"37671","Blue-winged warbler","en","",""
"37673","Chipping sparrow","en","",""
"37674","Common yellowthroat","en","",""
"37675","Eastern towhee","en","",""
"37676","Eastern wood-pewee","en","",""
"37677","Field sparrow","en","",""
"37678","Gray catbird","en","",""
"37679","Great crested flycatcher","en","",""
"37680","Northern cardinal","en","",""
"37681","Ovenbird","en","",""
"37682","Red-bellied woodpecker","en","",""
"37684","Tufted titmouse","en","",""
"37685","Wood thrush","en","",""
"37686","Yellow warbler","en","",""
"37687","Sparkling-tailed woodstar","en","",""
"37688","Amethyst woodstar","en","",""
"37689","Oasis Woodstar","en","",""
"37690","Purple-collared woodstar","en","",""
"37691","Short-tailed woodstar","en","",""
"37692","Peruvian Woodstar","en","",""
"37693","Rufous-shafted woodstar","en","",""
"37694","Chilean Woodstar","en","",""
"37695","Purple-throated woodstar","en","",""
"37696","Magenta-throated woodstar","en","",""
"37697","Slender-tailed woodstar","en","",""
"37698","White-bellied Woodstar","en","",""
"37699","Esmeralda's Woodstar","en","",""
"37700","Little Woodstar","en","",""
"37701","Gorgeted woodstar","en","",""
"37702","Lucifer Sheartail","en","",""
"37703","Beautiful sheartail","en","",""
"37704","Mexican Sheartail","en","",""
"37705","Slender Sheartail","en","",""
"37706","Vervain Hummingbird","en","",""
"37707","Bee hummingbird","en","",""
"37708","Black-chinned Hummingbird","en","",""
"37709","Ruby-throated hummingbird","en","",""
"37710","Anna's Hummingbird","en","",""
"37711","Costa's hummingbird","en","",""
"37718","Red Hind","en","",""
"37719","Nassau Grouper","en","",""
"37720","Yellowfin","en","",""
"37721","Black grouper","en","",""
"37816","Barn Swallow","en","",""
"37994","Common blackbird","en","",""
"38107","Sperm whale","en","",""
"38120","Antarctic blue whale","en","",""
"38071","Caribbean Fruit Fly","en","",""
"38072","Timber Wolf","en","",""
"38073","Budgerigar","en","",""
"38074","Brown-flanked bush warbler","en","",""
"38075","Cuvier's beaked whale","en","",""
"38091","Big Brown Bat","en","",""
"38094","Red deer","en","",""
"38095","Eastern great tit","en","",""
"38100","California mouse","en","",""
"38101","Ortolan bunting","en","",""
"38102","Rote leaf warbler","en","",""
"39110","Alaskan pollock","en","",""
"39111","Walleye pollock","en","",""
"38103","Fin Whale","en","",""
"39267","Whiteleg shrimp","en","",""
"38106","Arctic Cod","en","",""
"38108","Silver croaker","en","",""
"38109","Blue drum","en","",""
"38134","Syrian Hamster","en","",""
"38135","Golden hamster","en","",""
"38121","Pygmy blue whale","en","",""
"38115","Dwarf sperm whale","en","",""
"38116","Red palm weevil","en","",""
"38117","Giant antshrike","en","",""
"38118","Australian sea lion","en","",""
"38119","Chestnut Myotis","en","",""
"38122","Pygmy blue whale","en","",""
"38123","Wood frog","en","",""
"38124","Elk","en","",""
"38125","Altai wapiti","en","",""
"38126","Altai elk","en","North America",""
"38127","Siberian wapiti","en","",""
"38128","Savannah sparrow","en","",""
"38129","Common raven","en","",""
"38130","Ocelot","en","",""
"38131","Rylands' bald-faced saki","en","",""
"38132","Thomson's gazelle","en","",""
"38133","Eastern bluebird","en","",""
"38136","Drooping she-oak psyllid","en","",""
"38149","African clawed frog","en","",""
"38150","Spix's disk-winged bat","en","",""
"38151","Rufous-and-white wren","en","",""
"38152","Fringe-lipped bat","en","",""
"38153","Frog-eating bat","en","",""
"38154","Red-winged fairywren","en","",""
"38156","European peacock butterfly","en","",""
"38157","Peacock butterfly","en","",""
"38158","Claudia's leaf warbler","en","",""
"38159","Geoffroy's spider monkey","en","",""
"38160","House finch","en","",""
"38161","Rohan's Globular Frog","en","",""
"38162","Half-webbed pug-snouted frog","en","",""
"38163","Grey-brown pug-snouted frog","en","",""
"38164","Eastern bent-wing bat","en","",""
"38166","Plainfin Midshipman","en","",""
"38167"," Doria's Asian treefrog","en","",""
"38168","Doria's bush frog","en","",""
"38169","Doria's bushfrog","en","",""
"38170","Doria's tree frog","en","",""
"38172","Canyon wren","en","",""
"38174","Big‐footed myotis","en","",""
"38175","Eastern long-fingered bat","en","",""
"38176","Common Lesser Toad","en","",""
"38177","Common lesser escuercito","en","",""
"38178","American ground frog","en","",""
"38179","Brown marmorated stink bug","en","",""
"38180","Hobbs' Treefrog","en","",""
"38181","Black drum","en","",""
"38182","Silver perch","en","",""
"38183","American silver perch","en","",""
"38184","Spotted seatrout","en","",""
"38185","Red drum","en","",""
"38186","Little spotted kiwi","en","",""
"38188","Hong Kong Whipping Frog ","en","",""
"38189","Spot-legged Tree Frog","en","",""
"38190","Northern treefrog","en","",""
"38191","Burmese whipping frog","en","",""
"38192","Vocal sacless treefrog","en","",""
"38193","Yellow-cheeked gibbon","en","",""
"38194","Yellow-cheeked crested gibbon","en","",""
"38195","Golden jackal","en","",""
"38196","Houston toad","en","",""
"38197","Negro stipple-throated antwren","en","",""
"38198","Yasuni antwren","en","",""
"38199","Napo stipple-throated antwren","en","",""
"38200","Common big-eared bat","en","",""
"38201","Velvety free-tailed bat","en","",""
"38202","Pallas's mastiff bat","en","",""
"38217","Bird-cherry ermine","en","",""
"38218","Turnip moth","en","",""
"38220","White-tailed deer","en","",""
"38223","Southern wood cricket","en","",""
"38227","Caribbean conehead","en","",""
"38234","Naturetrek Leaf Frog","en","",""
"38235","Cutín Noble de Naturetrek","es","",""
"38246","Southern King Weakfish","en","",""
"38248","Red-eyed coqui","en","",""
"38249","Dupont's lark","en","",""
"38250","Russet ground squirrel","en","",""
"38251","Gray whale","en","",""
"38252","Northern saw-whet owl","en","",""
"38253","Northern pygmy owl","en","",""
"38254","Mountain pgymy owl","en","",""
"38255","Western screech owl","en","",""
"38256","Northern spotted owl","en","",""
"38257","Red-cheeked ground squirrel","en","",""
"38258","Oriental reed warbler","en","",""
"38259","Black-browed reed warbler","en","",""
"38260","Atlantic ghost crab","en","",""
"38261","Whale shark","en","",""
"38262","Vicente's poison frog","en","",""
"38263","Alor Myzomela","en","",""
"38264","Myzomela Alor","id","",""
"38265","Wetar Myzomela","en","",""
"38266","Crimson-hooded myzomela","en","",""
"38267","Greater prairie chicken","en","",""
"38268","Rough-toothed dolphin","en","",""
"38269","Giant Panda","en","",""
"38270","Great cormorant","en","",""
"38271","Rock ptarmigan","en","",""
"38727","Kalimantan Horned Frog","en","",""
"38728","Katak-tanduk kalimantan","id","",""
"38761","Túngara frog","en","",""
"38780","Frog-biting midges","en","",""
"38783","Four-eyed opossum","en","",""
"38794","Moorland chat","en","",""
"38795","Black-clawed brush-furred rat","en","",""
"38796","Ethiopian siskin","en","",""
"38837","Song thrush","en","",""
"38843","Greater noctule bat","en","",""
"38844","Whistling moths","en","",""
"38851","White bellbird","en","",""
"38852","Screaming piha","en","",""
"38853","Yellowhammer","en","",""
"38854","Harbor seal","en","",""
"38856","Golden rocket frog ","en","",""
"38857","Northern birch mouse","en","",""
"38858","Catfish","en","",""
"38859","Great kiskadee","en","",""
"38869","Glass frogs","en","",""
"38870","Indian wolf","en","",""
"38871","Schmidt's Uruguay treefrog","en","",""
"38872","Sazima's treefrog","en","",""
"38873","European bass","en","",""
"38874","European seabass","en","",""
"38875","Hawksbill Sea Turtle","en","",""
"38876","Beech leaf-miner beetle","en","",""
"38881","Ecuadorian Sac-winged Bat","en","",""
"38882","Thomas' Bat","en","",""
"38883","Shaggy Bat","en","",""
"38884","Chestnut Sac-winged Bat","en","",""
"38885","Smoky Bat","en","",""
"38886","Northern Ghost Bat","en","",""
"38887","Greater Ghost Bat","en","",""
"38888","Isabelle's Ghost Bat","en","",""
"38889","Lesser Ghost Bat","en","",""
"38890","Greater Dog-like Bat","en","",""
"38891","White-winged Dog-like Bat","en","",""
"38892","Lesser Dog-like Bat","en","",""
"38893","Pale-winged Doglike Bat","en","",""
"38894","Trinidad Dog-like Bat","en","",""
"38895","Proboscis Bat","en","",""
"38896","Antioquia Sac-winged Bat","en","",""
"38897","Greater White-lined Bat","en","",""
"38898","Frosted Sac-winged Bat","en","",""
"38899","Amazonian Sac-winged Bat","en","",""
"38900","Lesser White-lined bat","en","",""
"38901","Smoky Bat","en","",""
"38902","Thumbless Bat","en","",""
"38903","Cabrera’s Free-tailed Bat","en","",""
"38904","Cinnamon Dog-faced Bat","en","",""
"38905","Freeman’s Dog-faced Bat","en","",""
"38906","Greenhall's Dog-faced Bat","en","",""
"38907","Mastiff Dog-faced Bat","en","",""
"38908","Mexican Dog-faced Bat","en","",""
"38909","Miller's Dog-faced Bat","en","",""
"38910","Southern Dog-faced Bat","en","",""
"38911","Waorani Dog-faced Bat","en","",""
"38912","Black Bonneted Bat","en","",""
"38913","Dwarf Bonneted Bat","en","",""
"38914","Chribaya Bonneted Bat","en","",""
"38915","Big Bonneted Bat","en","",""
"38916","Delta Bonneted Bat","en","",""
"38917","Wild Bonneted Bat","en","",""
"38918","Florida Bonneted Bat","en","",""
"38919","Wagner's Bonneted Bat","en","",""
"38920","Sanborn's Bonneted Bat","en","",""
"38921","Guianan Bonneted Bat","en","",""
"38922","Dwarf Bonneted Bat","en","",""
"38923","Patagonian Dwarf Bonneted Bat","en","",""
"38924","Greater Bonneted Bat","en","",""
"38925","Trumbull's Bonneted Bat","en","",""
"38926","Underwood's Bonneted Bat","en","",""
"38927","Wilson's Bonneted Bat","en","",""
"38928","Equatorial Dog-faced Bat","en","",""
"38929","Mato Grosso Dog-faced Bat","en","",""
"38930","Rufous Dog-faced Bat","en","",""
"38931","Dwarf Dog-faced Bat","en","",""
"38932","Alvarez’s Mastiff bat","en","",""
"38933","Aztec Mastiff bat","en","",""
"38934","Coiban Mastiff Bat","en","",""
"38936","Thomas's Mastiff Bat","en","",""
"38937","Fenton's  Mastiff bat","en","",""
"38938","Pallas's mastiff bat","en","",""
"38939","Miller's Mastiff bat","en","",""
"38940","Black mastiff bat","en","",""
"38941","Sinaloan Mastiff bat","en","",""
"38942","Kalinowski's Mastiff Bat","en","",""
"38943","Little Goblin Bat","en","",""
"38944","Incan Little Mastiff Bat","en","",""
"38945","Peale's Free-tailed Bat","en","",""
"38946","Pocketed Free-tailed Bat","en","",""
"38947","Broad-eared Free-tailed Bat","en","",""
"38948","Big Free-tailed Bat","en","",""
"38949","Big Crested Mastiff Bat","en","",""
"38950","Davison´s mastiff bat","en","",""
"38951","Brown Mastiff Bat","en","",""
"38952","Brazilian Free-tailed Bat","en","",""
"38953","Blunt-eared Bat","en","",""
"38954","Antillean Ghost-faced Bat","en","",""
"38955","Peter's Ghost-faced Bat","en","",""
"38956","Tehuantepec Mustached Bat","en","",""
"38957","Clarion mustached bat","en","",""
"38958","Davy's Naked-backed Bat","en","",""
"38959","Tawny Naked-backed Bat","en","",""
"38960","Dusky Mustached Bat","en","",""
"38961","Big Naked-backed Bat","en","",""
"38962","Peruvian Mustached Bat","en","",""
"38963","MacLeay's Mustached Bat","en","",""
"38964","Mesoamerican mustached bat","en","",""
"38965","Mexican Mustached Bat","en","",""
"38966","Paraguanan Mustached Bat","en","",""
"38967","Common Mustached Bat","en","",""
"38968","Wagner's mustached bat","en","",""
"38969","Puerto Rican Mustached Bat","en","",""
"38970","Hispaniolan Mustached Bat","en","",""
"38971","Sooty Mustached Bat","en","",""
"38972","Mustached Bat 53 kHz","en","",""
"38973","Slender Lesser Funnel-eared Bat","en","",""
"38974","Cuban Lesser Funnel-eared Bat","en","",""
"38975","Bahamian Lesser Funnel-eared Bat","en","",""
"38976","Brazilian funnel-eared bat","en","",""
"38977","Jamaican Greater Funnel-eared Bat","en","",""
"38978","Hispaniolan Greater Funnel-eared Bat","en","",""
"38979","Mexican Greater Funnel-eared Bat","en","",""
"38980","Cuban Greater Funnel-eared Bat","en","",""
"38981","Mexican Greater Funnel-eared Bat","en","",""
"38982","Trinidadian Greater Funnel-eared Bat","en","",""
"38983","Gervais's Funnel-eared Bat","en","",""
"38984","Lesser Bulldog Bat","en","",""
"38985","Greater Bulldog Bat","en","",""
"38986","De Vivo’s Disk-winged Bat","en","",""
"38987","Peters's Disk-winged Bat","en","",""
"38988","LaVal's Disk-winged Bat","en","",""
"38989","Spix's Disk-winged Bat","en","",""
"38990","Patricia's Disk-winged Bat","en","",""
"38991","Pallid Bat","en","",""
"38992","Van Gelder's bat","en","",""
"38993","Mexican Big-eared Bat","en","",""
"38994","Rafinesque's big-eared bat","en","",""
"38995","Townsend's Big-eared Bat","en","",""
"38996","Strange Big-eared Brown Bat","en","",""
"38997","Little Black Serotine","en","",""
"38998","Brazilian Brown Bat","en","",""
"38999","Chiriquinan Serotine","en","",""
"39000","Transparent-winged Big-eared Bat","en","",""
"39001","Diminutive Serotine","en","",""
"39002","Argentine brown bat","en","",""
"39003","Guadeloupean Big Brown Bat","en","",""
"39004","Humboldt's Big-eared Brown Bat","en","",""
"39005","Harmless Serotine","en","",""
"39006","Thomas's Big-eared Brown Bat","en","",""
"39007","Big-eared Brown Bat","en","",""
"39008","Southern Big-eared Brown Bat","en","",""
"39009","Small Big-eared Brown Bat","en","",""
"39010","Taddei's Serotine","en","",""
"39011","Tropical Big-eared Brown Bat","en","",""
"39012","Spotted Bat","en","",""
"39013","Allen's Big-eared Bat","en","",""
"39014","Silver-haired Bat","en","",""
"39015","Giant red bat","en","",""
"39016","Hawaiian hoary bat","en","",""
"39017","South American hoary bat","en","",""
"39018","Handley's Red Bat","en","",""
"39019","Red Bat","en","",""
"39020","Eastern Red Bat","en","",""
"39021","Tacarcunan Bat","en","",""
"39022","North American hoary bat","en","",""
"39023","Jamaican Red Bat","en","",""
"39024","Blackish Red Bat","en","",""
"39025","Southern Yellow Bat","en","",""
"39026","Red Bat","en","",""
"39027","Cuban Yellow Bat","en","",""
"39028","Northern yellow bat","en","",""
"39029","Minor Red Bat","en","",""
"39030","Pfeiffer's Red Bat","en","",""
"39031","Seminole Bat","en","",""
"39032","Cinnamon Red Bat","en","",""
"39033","Western Yellow Bat","en","",""
"39034","Silver-tipped Myotis","en","",""
"39035","Atacaman Myotis","en","",""
"39036","Sir David Attenborough’s Myotis","en","",""
"39037","Southwestern Myotis","en","",""
"39038","Southeastern Myotis","en","",""
"39039","California Myotis","en","",""
"39040","Cauca River Myotis","en","",""
"39041","Chilean Myotis","en","",""
"39042","Western Small-footed Myotis","en","",""
"39043","Clyde Jones' Myotis","en","",""
"39044","Guatemalan Myotis","en","",""
"39045","Diminutive Myotis","en","",""
"39046","Dinelli's Myotis","en","",""
"39047","Dominican Myotis","en","",""
"39048","Elegant myotis","en","",""
"39049","Long-eared Myotis","en","",""
"39050","Findley's Myotis","en","",""
"39051","Cinnamon Myotis","en","",""
"39052","Gray bat","en","",""
"39053","Handley’s Myotis","en","",""
"39054","Izecksohn’s Myotis","en","",""
"39055","Hairy-legged myotis","en","",""
"39056","Northern bat (Keen's Myotis)","en","",""
"39057","LaVal’s Myotis","en","",""
"39058","Eastern small-footed Myotis","en","",""
"39059","Yellowish Myotis","en","",""
"39060","Little Brown Bat","en","",""
"39061","Schwartz's Myotis","en","",""
"39062","Dark-nosed Small-footed Myotis","en","",""
"39063","Golden Myotis","en","",""
"39064","Curacao Myotis","en","",""
"39065","Black myotis","en","",""
"39066","Silky Cave Myotis","en","",""
"39067","Arizona Myotis","en","",""
"39068","Montane Myotis","en","",""
"39069","LaVal's Hairy-legged Myotis","en","",""
"39070","Flat-headed Myotis","en","",""
"39071","Riparian Myotis","en","",""
"39072","Red Myotis","en","",""
"39073","Northern long-eared Bat","en","",""
"39074","Velvety Myotis","en","",""
"39075","Indiana Bat","en","",""
"39076","Fringed Myotis","en","",""
"39077","Cave Myotis","en","",""
"39078","Long-legged Myotis","en","",""
"39079","Yuma Myotis","en","",""
"39080","Cuban Evening Bat","en","",""
"39081","Evening Bat","en","",""
"39082","Western Pipistrelle","en","",""
"39083","Eastern Pipistrelle","en","",""
"39084","Yucatan Yellow Bat","en","",""
"39085","Allen's Yellow Bat","en","",""
"39086","Bickham's Yellow Bat","en","",""
"39087","Genoways's Yellow Bat","en","",""
"39088","Slender Yellow Bat","en","",""
"39089","Husson's Yellow Bat","en","",""
"39090","Thomas' Yellow Bat","en","",""
"39091","Menchu Yellow Bat","en","",""
"39092","Tiny Yellow Bat","en","",""
"39093","Least Yellow Bat","en","",""
"39094","Little Yellow Bat","en","",""
"39095","Black-winged Little Yellow Bat","en","",""
"39096","Ecuadorian Little Yellow Bat","en","",""
"39097","Mearns's grasshopper mouse","en","",""
"39098","Southern grasshopper mouse","en","",""
"39099","Alfafa","en","",""
"39100","Radish","en","",""
"39101","Mountain hare","en","",""
"39102","Thai horseshoe bat","en","",""
"39103","Pale-winged starling","en","",""
"39104","Kemp's ridley sea turtle","en","",""
"39105","Haddock","en","",""
"39106","Atlantic cod","en","",""
"39107","Burbot","en","",""
"39108","Pollack","en","",""
"39109","Lythe","en","",""
"39112","Tadpole fish","en","",""
"39113","Impala","en","",""
"39114","California spotted owl","en","",""
"39115","Thrush nightingale","en","",""
"39116","Mediterranean oak-woodland pillbug","en","",""
"39117","Oyster toadfish","en","",""
"39118","Camouflage grouper","en","",""
"39119","Oriental magpie-robin","en","",""
"39120","Monteith's Leaf-insect","en","",""
"39121","Atlantic spotted dolphin","en","",""
"39122","Undulated tinamou","en","",""
"39123","Walrus","en","",""
"39124","Bearded seal","en","",""
"39125","Ribbon seal","en","",""
"39126","Black-capped chickadee","en","",""
"39174","Golden-faced saki","en","",""
"39178","Monk parakeet","en","",""
"39183","Panguana poison frog","en","",""
"39191","Riddle poison frog","en","",""
"39225","Olive-sided flycatcher","en","",""
"39230","African cave cricket","en","",""
"39239","Lion","en","",""
"39240","Wild goat","en","",""
"39241","Tiger","en","",""
"39242","African wild ass","en","",""
"39243","African wild donkey","en","",""
"39244","Wild horse","en","",""
"39245","Horse","en","",""
"39246","Sheep","en","",""
"39247","Hawfinch","en","",""
"39248","European Greenfinch","en","",""
"39249","Mistle thrush","en","",""
"39250","Corn crake","en","",""
"39251","Common snipe","en","",""
"39254","Bell miner bird","en","",""
"39255","Bellbird","en","",""
"39256","Bell minor bird","en","",""
"39257","Rufous scrubbird","en","",""
"39260","Brown Citrus Aphid","en","",""
"39264","Zebrafish","en","",""
"39265","Chaffinch","en","",""
"39266","Common chaffinch","en","",""
"39288","Seba's short-tailed bat","en","",""
"39292","Reed bunting","en","",""
"39293","Common reed bunting","en","",""
"39294","Little chachalaca","en","",""
"39295","Chestnut-headed chachalaca","en","",""
"39296","Siberian crane","en","",""
"39297","Siberian white crane","en","",""
"39298","Snow crane","en","",""
"39299","Lesser wax moth","en","",""
"39300","Garden tiger moth","en","",""
"39317","Large-eared horseshoe bat","en","",""
"39318","Grass carp","en","",""
"39319","Grey gurnard","en","",""
"39320","Brilliant-thighed poison frog","en","",""
"39321","Marbled frogmouth","en","",""
"39322","Bobtail lizard","en","",""
"39323","Common squirrel monkey","en","",""
"39513","Brown-headed cowbird","en","",""
"39324","Red-bellied piranha","en","",""
"39325","Müeller's gibbon","en","",""
"39326","Trinidad Thin-Toed Frog","en","",""
"39489","Mourning dove","en","",""
"39490","Hairy woodpecker","en","",""
"39491","Northern flicker","en","",""
"39492","Western wood pewee","en","",""
"39493","Willow flycatcher","en","",""
"39494","Hammond's flycatcher","en","",""
"39495","Cassin's vireo","en","",""
"39497","Black-billed magpie","en","",""
"39498","Mountain chickadee","en","",""
"39499","Red-breasted nuthatch","en","",""
"39500","House wren","en","",""
"39501","Golden-crowned kinglet","en","",""
"39502","Ruby-crowned kinglet","en","",""
"39503","Mountain bluebird","en","",""
"39504","Townsend's solitaire","en","",""
"39505","Swainson's thrush","en","",""
"39506","Olive-backed thrush","en","",""
"39508","Cassin's finch","en","",""
"39509","Red crossbill","en","",""
"39510","Pine siskin","en","",""
"39511","Dark-eyed junco","en","",""
"39514","MacGillivray's warbler","en","",""
"39515","Yellow-rumped warbler","en","",""
"39516","American yellow warbler","en","",""
"39517","Yellow warbler","en","",""
"39518","Western tanager","en","",""
"39519","Lazuli bunting","en","",""
"39521","Coppery titi","en","",""
"39522","Reza Khan’s bush frog","en","",""
"39524","Sablefish","en","",""
"39554","Marbled reed frog","en","",""
"39555","Kadiytsa Bright Bush-cricket","en","",""
"39559","Davis's Bright Bush-Cricket","en","",""
"39560","Grey seal","en","",""
"39561","Giant sea bass","en","",""
"39562","Night parrot","en","",""
"39563","White-eyed vireo","en","",""
"39566","Snub-nosed monkeys","en","",""
"39567","Gray snub-nosed monkey","en","",""
"39568","Brelich's snub-nosed monkey","en","",""
"39569","Guizhou snub-nosed monkey","en","",""
"39570","Guizhou golden monkey","en","",""
"39571","Golden snub-nosed monkey","en","",""
"39572","Sichuan golden hair monkey","en","",""
"39573","Sichuan snub-nosed monkey","en","",""
"39574","Lesser spiny frog","en","",""
"39575","Spider conch","en","",""
"39576","Maxima clam","en","",""
"39577","Northern corroboree frog","en","",""
"39578","Worm-eating warbler","en","",""
"39579","Louisiana waterthrush","en","",""
"39580","Northern waterthrush","en","",""
"39581","Golden-winged warbler","en","",""
"39582","Black-and-white warbler","en","",""
"39583","Prothonotary warbler","en","",""
"39584","Swainson's warbler","en","",""
"39585","Tennessee warbler","en","",""
"39586","Orange-crowned warbler","en","",""
"39587","Nashville warbler","en","",""
"39588","Connecticut warbler","en","",""
"39589","Mourning warbler","en","",""
"39590","Kentucky warbler","en","",""
"39591","Hooded warbler","en","",""
"39592","American redstart","en","",""
"39593","Cape May warbler","en","",""
"39594","Cerulean warbler","en","",""
"39595","Northern parula","en","",""
"39596","Magnolia warbler","en","",""
"39597","Bay-breasted warbler","en","",""
"39598","Blackburnian warbler","en","",""
"39599","Chestnut-sided warbler","en","",""
"39600","Blackpoll warbler","en","",""
"39601","Black-throated blue warbler","en","",""
"39602","Palm warbler","en","",""
"39603","Pine warbler","en","",""
"39604","Yellow-throated warbler","en","",""
"39605","Prairie warbler","en","",""
"39606","Black-throated green warbler","en","",""
"39607","Canada warbler","en","",""
"39608","Wilson's warbler","en","",""
"39609","Veery","en","",""
"39610","Long-tailed ground squirrel","en","",""
"39611","Brown meagre","en","",""
"39612","Corb","en","",""
"39613","Northern buffed-cheeked gibbon","en","",""
"39614","Northern yellow-cheeked crested gibbon","en","",""
"39616","Rock cavy","en","",""
"39617","mocó","pt-br","",""
"39618","Vraem's treefrog","en","",""
"39619","ranita de Vraem","en","",""
"39620","Rufus-naped wren","en","",""
"39621","Crabeater seal","en","",""
"39622","Pallas's leaf warbler","en","",""
"39623","Northern lapwing","en","",""
"39624","Peewit","en","",""
"39625","Manx shearwater","en","",""
"39628","Eurasian wigeon","en","",""
"39629","Widgeon","en","",""
"39630","Stump-tailed porcupine","en","",""
"39631","Eastern sign-bearing froglet","en","",""
"39632","Striped Burrowing Frog","en","",""
"39633","Knife-footed Frog","en","",""
"39634","Rough Frog","en","",""
"39635","Barking Frog","en","",""
"39636","Salmon-striped Frog","en","",""
"39637","Spotted Grass Frog","en","",""
"39638","Broad-palmed Frog","en","",""
"39639","Peron's Tree Frog","en","",""
