"type","id","name","delta","value","unit"
"recordings","8961","air_movement","0","Nil",""
"recordings","8961","cd_id","0","372",""
"recordings","8961","cd_track","0","1",""
"recordings","8961","gain_control_position","0","100",""
"recordings","8961","light","0","75 W bench lamp + fluorescent room lights",""
"recordings","8961","microphone_distance","0","7","<raw>"
"recordings","8961","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8961","nhm_tape_number","0","300",""
"recordings","8961","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20140930142954.jpg",""
"recordings","8961","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20140930143022.jpg",""
"recordings","8961","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20140930143045.jpg",""
"recordings","8961","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20140930143112.jpg",""
"recordings","8961","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20140930143134.jpg",""
"recordings","8961","peak_meter_reading","0","-25",""
"recordings","8961","power_supply","0","QED750/ATN2",""
"recordings","8961","project","0","Natural History Museum Sound Archive",""
"recordings","8961","reference_signal","0","1 kHz for 10 s",""
"recordings","8961","substrate_cage","0","small recording cage",""
"recordings","8961","tape","0","BASF SP52",""
"recordings","8961","tape_speed","0","38","<raw>"
"recordings","8961","temperature_end","0","28","<raw>"
"recordings","8961","temperature_start","0","28","<raw>"
"recordings","8961","track","0","Full",""
"recordings","8961","verbatim_species","0","Conocephalus Redenbacher",""
"recordings","8962","air_movement","0","Nil",""
"recordings","8962","biotic_factors","0","Thermometer in light from bench lamp. Left hind leg was shed about 5 hours before start of recording",""
"recordings","8962","cd_id","0","372",""
"recordings","8962","cd_track","0","2",""
"recordings","8962","gain_control_position","0","81.5",""
"recordings","8962","light","0","75W bench lamp",""
"recordings","8962","microphone_distance","0","9","<raw>"
"recordings","8962","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8962","nhm_tape_number","0","305",""
"recordings","8962","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160915151622.jpg",""
"recordings","8962","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20160915151658.jpg",""
"recordings","8962","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20160915151727.jpg",""
"recordings","8962","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20160915151750.jpg",""
"recordings","8962","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20160915151810_0.jpg",""
"recordings","8962","original_trace_image","4","https://bio.acousti.ca/sites/default/files/20160915151831.jpg",""
"recordings","8962","original_trace_image","5","https://bio.acousti.ca/sites/default/files/20160915151850.jpg",""
"recordings","8962","peak_meter_reading","0","-20",""
"recordings","8962","power_supply","0","QED750/ ATN2",""
"recordings","8962","project","0","Natural History Museum Sound Archive",""
"recordings","8962","reference_signal","0","1 kHz for 10 s",""
"recordings","8962","substrate_cage","0","Small recording cage",""
"recordings","8962","tape","0","BASFSP52",""
"recordings","8962","tape_speed","0","38","<raw>"
"recordings","8962","temperature_end","0","34","<raw>"
"recordings","8962","temperature_start","0","27","<raw>"
"recordings","8962","track","0","Full",""
"recordings","8962","verbatim_species","0","Chorthippus brunneus",""
"recordings","8963","air_movement","0","Nil",""
"recordings","8963","cd_id","0","372",""
"recordings","8963","cd_track","0","3",""
"recordings","8963","gain_control_position","0","105 - 110",""
"recordings","8963","light","0","75 W bench lamp + fluorescent room lights",""
"recordings","8963","microphone_distance","0","4","<raw>"
"recordings","8963","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8963","nhm_tape_number","0","298",""
"recordings","8963","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20141007123217.jpg",""
"recordings","8963","peak_meter_reading","0","-15 to -20",""
"recordings","8963","power_supply","0","QED750 / ATN2",""
"recordings","8963","project","0","Natural History Museum Sound Archive",""
"recordings","8963","reference_signal","0","1 kHz for 10 s",""
"recordings","8963","substrate_cage","0","small recording cage",""
"recordings","8963","tape","0","BASF SP52",""
"recordings","8963","tape_speed","0","38","<raw>"
"recordings","8963","temperature_end","0","28","<raw>"
"recordings","8963","temperature_start","0","23","<raw>"
"recordings","8963","track","0","Full",""
"recordings","8963","verbatim_species","0","Conocephalus semivittatus vittatus",""
"recordings","8964","air_movement","0","Nil",""
"recordings","8964","cd_id","0","372",""
"recordings","8964","cd_track","0","4",""
"recordings","8964","gain_control_position","0","110 - 106",""
"recordings","8964","light","0","75 W bench lamp + fluorescent room lights",""
"recordings","8964","microphone_distance","0","4","<raw>"
"recordings","8964","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8964","nhm_tape_number","0","298b",""
"recordings","8964","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20141007123217_0.jpg",""
"recordings","8964","peak_meter_reading","0","-25 to -20",""
"recordings","8964","power_supply","0","QED750 / ATN2",""
"recordings","8964","project","0","Natural History Museum Sound Archive",""
"recordings","8964","reference_signal","0","1 kHz for 10 s",""
"recordings","8964","substrate_cage","0","small recording cage",""
"recordings","8964","tape","0","BASF SP52",""
"recordings","8964","tape_speed","0","19","<raw>"
"recordings","8964","temperature_end","0","28","<raw>"
"recordings","8964","temperature_start","0","23","<raw>"
"recordings","8964","track","0","Full",""
"recordings","8964","verbatim_species","0","Conocephalus semivittatus vittatus",""
"recordings","8965","air_movement","0","Nil",""
"recordings","8965","cd_id","0","372",""
"recordings","8965","cd_track","0","5",""
"recordings","8965","gain_control_position","0","94",""
"recordings","8965","light","0","75",""
"recordings","8965","microphone_distance","0","15","<raw>"
"recordings","8965","microphone_power_supply","0","Sennheiser MKH 815",""
"recordings","8965","nhm_tape_number","0","303",""
"recordings","8965","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20141007142220.jpg",""
"recordings","8965","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20141007142240.jpg",""
"recordings","8965","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20141007142253_0.jpg",""
"recordings","8965","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20141007142309.jpg",""
"recordings","8965","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20141007142323.jpg",""
"recordings","8965","peak_meter_reading","0","-20",""
"recordings","8965","power_supply","0","QED750 / ATN2",""
"recordings","8965","project","0","Natural History Museum Sound Archive",""
"recordings","8965","reference_signal","0","1 kHz for 10 s",""
"recordings","8965","substrate_cage","0","small recording cage",""
"recordings","8965","tape","0","BASF SP52",""
"recordings","8965","tape_speed","0","38","<raw>"
"recordings","8965","temperature_end","0","28","<raw>"
"recordings","8965","temperature_start","0","28","<raw>"
"recordings","8965","track","0","Full",""
"recordings","8965","verbatim_species","0","Conocephalus semivittatus vittatus",""
"recordings","8966","air_movement","0","Nil",""
"recordings","8966","cd_id","0","372",""
"recordings","8966","cd_track","0","6",""
"recordings","8966","gain_control_position","0","93",""
"recordings","8966","light","0","75 W bench lamp + fluorescent room lights",""
"recordings","8966","microphone_distance","0","15","<raw>"
"recordings","8966","microphone_power_supply","0","Sennheiser MKH 815",""
"recordings","8966","nhm_tape_number","0","303b",""
"recordings","8966","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20141007142220_0.jpg",""
"recordings","8966","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20141007142240_0.jpg",""
"recordings","8966","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20141007142253_1.jpg",""
"recordings","8966","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20141007142309_0.jpg",""
"recordings","8966","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20141007142323_1.jpg",""
"recordings","8966","peak_meter_reading","0","-15",""
"recordings","8966","power_supply","0","QED750 / ATN2",""
"recordings","8966","project","0","Natural History Museum Sound Archive",""
"recordings","8966","reference_signal","0","1 kHz for 10 s",""
"recordings","8966","substrate_cage","0","small recording cage",""
"recordings","8966","tape","0","BASF SP52",""
"recordings","8966","tape_speed","0","76","<raw>"
"recordings","8966","temperature_end","0","28","<raw>"
"recordings","8966","temperature_start","0","28","<raw>"
"recordings","8966","track","0","Full",""
"recordings","8966","verbatim_species","0","Conocephalus semivittatus vittatus",""
"recordings","8967","air_movement","0","Nil",""
"recordings","8967","biotic_factors","0","Fore-wings damaged",""
"recordings","8967","cd_id","0","372",""
"recordings","8967","cd_track","0","7",""
"recordings","8967","gain_control_position","0","-30 and various",""
"recordings","8967","light","0","7",""
"recordings","8967","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8967","nhm_tape_number","0","299",""
"recordings","8967","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20141007123234.jpg",""
"recordings","8967","peak_meter_reading","0","100 and various",""
"recordings","8967","power_supply","0","QED750 / ATN2",""
"recordings","8967","project","0","Natural History Museum Sound Archive",""
"recordings","8967","reference_signal","0","1 kHz for 10 s",""
"recordings","8967","tape","0","BASF SP52",""
"recordings","8967","tape_speed","0","38","<raw>"
"recordings","8967","temperature_end","0","28","<raw>"
"recordings","8967","temperature_start","0","28","<raw>"
"recordings","8967","track","0","Full",""
"recordings","8967","verbatim_species","0","Conocephalus semivittatus vittatus",""
"recordings","8968","air_movement","0","Nil",""
"recordings","8968","cd_id","0","372",""
"recordings","8968","cd_track","0","8",""
"recordings","8968","gain_control_position","0","96 and 94",""
"recordings","8968","light","0","75",""
"recordings","8968","microphone_distance","0","5","<raw>"
"recordings","8968","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8968","nhm_tape_number","0","301",""
"recordings","8968","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20140930143153.jpg",""
"recordings","8968","peak_meter_reading","0","-20",""
"recordings","8968","power_supply","0","QED750/ATN2",""
"recordings","8968","project","0","Natural History Museum Sound Archive",""
"recordings","8968","reference_signal","0","1 kHz for 10 s",""
"recordings","8968","substrate_cage","0","? small recording cage",""
"recordings","8968","tape","0","BASF SP52",""
"recordings","8968","tape_speed","0","38","<raw>"
"recordings","8968","temperature_end","0","30","<raw>"
"recordings","8968","temperature_start","0","30","<raw>"
"recordings","8968","track","0","Full",""
"recordings","8968","verbatim_species","0","Conocephalus Redenbacher",""
"recordings","8969","air_movement","0","Nil",""
"recordings","8969","biotic_factors","0","Right hind leg was shed during capture",""
"recordings","8969","cd_id","0","372",""
"recordings","8969","cd_track","0","9",""
"recordings","8969","gain_control_position","0","87",""
"recordings","8969","light","0","75W bench lamp + fluorescent room lights",""
"recordings","8969","microphone_distance","0","20","<raw>"
"recordings","8969","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8969","nhm_tape_number","0","304",""
"recordings","8969","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20170110145209.jpg",""
"recordings","8969","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20170110145251_1.jpg",""
"recordings","8969","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20170110145251_2.jpg",""
"recordings","8969","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20170110145328.jpg",""
"recordings","8969","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20170110145351.jpg",""
"recordings","8969","original_trace_image","4","https://bio.acousti.ca/sites/default/files/20170110145411.jpg",""
"recordings","8969","peak_meter_reading","0","-25 dB",""
"recordings","8969","power_supply","0","QED750/ ATN2",""
"recordings","8969","project","0","Natural History Museum Sound Archive",""
"recordings","8969","reference_signal","0","1 kHz for 10 s",""
"recordings","8969","substrate_cage","0","Small recording cage",""
"recordings","8969","tape","0","BASF SP52",""
"recordings","8969","tape_speed","0","38","<raw>"
"recordings","8969","temperature_end","0","34","<raw>"
"recordings","8969","temperature_start","0","34","<raw>"
"recordings","8969","track","0","Full",""
"recordings","8969","verbatim_species","0","Chorthippus vagans",""
"recordings","8970","air_movement","0","Nil",""
"recordings","8970","cd_id","0","372",""
"recordings","8970","cd_track","0","10",""
"recordings","8970","light","0","Fluorescent room lights",""
"recordings","8970","microphone_distance","0","20","<raw>"
"recordings","8970","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8970","nhm_tape_number","0","302",""
"recordings","8970","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20141007123252.jpg",""
"recordings","8970","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20141007123315.jpg",""
"recordings","8970","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20141007123338.jpg",""
"recordings","8970","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20141007123358.jpg",""
"recordings","8970","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20141007123418.jpg",""
"recordings","8970","power_supply","0","QED750 / ATN2",""
"recordings","8970","project","0","Natural History Museum Sound Archive",""
"recordings","8970","reference_signal","0","1 kHz for 10 s",""
"recordings","8970","substrate_cage","0","on egg carton",""
"recordings","8970","tape","0","BASF SP52",""
"recordings","8970","temperature_end","0","28","<raw>"
"recordings","8970","temperature_start","0","27","<raw>"
"recordings","8970","track","0","Full",""
"recordings","8970","verbatim_species","0","Conocephalus semivittatus vittatus",""
"recordings","8971","air_movement","0","Nil",""
"recordings","8971","cd_id","0","372",""
"recordings","8971","cd_track","0","11",""
"recordings","8971","light","0","Fluorescent room lights",""
"recordings","8971","microphone_distance","0","20","<raw>"
"recordings","8971","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8971","nhm_tape_number","0","302b",""
"recordings","8971","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20141007123252_0.jpg",""
"recordings","8971","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20141007123315_0.jpg",""
"recordings","8971","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20141007123338_0.jpg",""
"recordings","8971","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20141007123358_0.jpg",""
"recordings","8971","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20141007123418_0.jpg",""
"recordings","8971","power_supply","0","QED750 / ATN2",""
"recordings","8971","project","0","Natural History Museum Sound Archive",""
"recordings","8971","reference_signal","0","1",""
"recordings","8971","substrate_cage","0","on egg carton",""
"recordings","8971","tape","0","BASF SP52",""
"recordings","8971","temperature_end","0","28","<raw>"
"recordings","8971","temperature_start","0","27","<raw>"
"recordings","8971","track","0","Full",""
"recordings","8971","verbatim_species","0","Conocephalus semivittatus vittatus",""
"recordings","8972","air_movement","0","Nil",""
"recordings","8972","biotic_factors","0","Photoperiod reversed for previous 18 hours.",""
"recordings","8972","cd_id","0","373",""
"recordings","8972","cd_track","0","1",""
"recordings","8972","extraneous_noise","0","Faint typing",""
"recordings","8972","gain_control_position","0","75",""
"recordings","8972","light","0","Very dim, through window in door",""
"recordings","8972","microphone_distance","0","10","<raw>"
"recordings","8972","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8972","nhm_tape_number","0","292",""
"recordings","8972","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160216135132.jpg",""
"recordings","8972","peak_meter_reading","0","-18",""
"recordings","8972","power_supply","0","ATN2",""
"recordings","8972","project","0","Natural History Museum Sound Archive",""
"recordings","8972","reference_signal","0","1 kHz for 10 s",""
"recordings","8972","substrate_cage","0","Small recording cage",""
"recordings","8972","tape","0","BASF SP52",""
"recordings","8972","tape_speed","0","38","<raw>"
"recordings","8972","temperature_end","0","22","<raw>"
"recordings","8972","temperature_start","0","22","<raw>"
"recordings","8972","track","0","Full",""
"recordings","8972","verbatim_species","0","Cycloptiloides sp.",""
"recordings","8973","air_movement","0","Nil",""
"recordings","8973","biotic_factors","0","Photoperiod reversed for previous 18 hours",""
"recordings","8973","cd_id","0","373",""
"recordings","8973","cd_track","0","2",""
"recordings","8973","extraneous_noise","0","Faint typing",""
"recordings","8973","gain_control_position","0","75",""
"recordings","8973","light","0","Very dim, through window in door",""
"recordings","8973","microphone_distance","0","30","<raw>"
"recordings","8973","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8973","nhm_tape_number","0","292b",""
"recordings","8973","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160216135132.jpg",""
"recordings","8973","peak_meter_reading","0","-20",""
"recordings","8973","power_supply","0","ATN2",""
"recordings","8973","project","0","Natural History Museum Sound Archive",""
"recordings","8973","reference_signal","0","1 kHz for 10 s",""
"recordings","8973","substrate_cage","0","Large glass jar",""
"recordings","8973","tape","0","BASF SP52",""
"recordings","8973","tape_speed","0","38","<raw>"
"recordings","8973","temperature_end","0","22","<raw>"
"recordings","8973","temperature_start","0","22","<raw>"
"recordings","8973","track","0","Full",""
"recordings","8973","verbatim_species","0","Cycloptiloides sp.",""
"recordings","8974","air_movement","0","Nil",""
"recordings","8974","biotic_factors","0","Placed in dark at 1000 hours at start of recording",""
"recordings","8974","cd_id","0","373",""
"recordings","8974","cd_track","0","3",""
"recordings","8974","gain_control_position","0","max. (74 dB0",""
"recordings","8974","light","0","Very dim, through window in door",""
"recordings","8974","microphone_distance","0","5","<raw>"
"recordings","8974","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8974","nhm_tape_number","0","293",""
"recordings","8974","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160216135204.jpg",""
"recordings","8974","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20160216135228.jpg",""
"recordings","8974","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20160216135248.jpg",""
"recordings","8974","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20160216135308.jpg",""
"recordings","8974","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20160216135325.jpg",""
"recordings","8974","peak_meter_reading","0","-10",""
"recordings","8974","power_supply","0","ATN2/ QED750",""
"recordings","8974","project","0","Natural History Museum Sound Archive",""
"recordings","8974","reference_signal","0","1 kHz for 10 s",""
"recordings","8974","substrate_cage","0","Small recording cage",""
"recordings","8974","tape","0","BASF SP52",""
"recordings","8974","tape_speed","0","19","<raw>"
"recordings","8974","temperature_end","0","22","<raw>"
"recordings","8974","temperature_start","0","20","<raw>"
"recordings","8974","track","0","Full",""
"recordings","8974","verbatim_species","0","Cycloptiloides sp.",""
"recordings","8975","air_movement","0","Nil",""
"recordings","8975","biotic_factors","0","Placed in dark at 1000 hours at start of recording",""
"recordings","8975","cd_id","0","373",""
"recordings","8975","cd_track","0","4",""
"recordings","8975","gain_control_position","0","max. (74 dB0",""
"recordings","8975","light","0","Very dim, through window in door",""
"recordings","8975","microphone_distance","0","5","<raw>"
"recordings","8975","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8975","nhm_tape_number","0","293b",""
"recordings","8975","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160216135204.jpg",""
"recordings","8975","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20160216135228.jpg",""
"recordings","8975","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20160216135248.jpg",""
"recordings","8975","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20160216135308.jpg",""
"recordings","8975","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20160216135325.jpg",""
"recordings","8975","peak_meter_reading","0","-10",""
"recordings","8975","power_supply","0","ATN2/ QED750",""
"recordings","8975","project","0","Natural History Museum Sound Archive",""
"recordings","8975","reference_signal","0","1 kHz for 10 s",""
"recordings","8975","substrate_cage","0","Small recording cage",""
"recordings","8975","tape","0","BASF SP52",""
"recordings","8975","tape_speed","0","19","<raw>"
"recordings","8975","temperature_end","0","22","<raw>"
"recordings","8975","temperature_start","0","20","<raw>"
"recordings","8975","track","0","Full",""
"recordings","8975","verbatim_species","0","Cycloptiloides sp.",""
"recordings","8976","air_movement","0","Nil",""
"recordings","8976","biotic_factors","0","Male shed left hind leg on previous day. Male courting female. Thermometer in light from bench lamp.",""
"recordings","8976","cd_id","0","373",""
"recordings","8976","cd_track","0","5",""
"recordings","8976","gain_control_position","0","85",""
"recordings","8976","light","0","75 W bench lamp + fluorescent room lights. ",""
"recordings","8976","microphone_distance","0","7","<raw>"
"recordings","8976","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8976","nhm_tape_number","0","306",""
"recordings","8976","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20160512152800.jpg",""
"recordings","8976","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20160512152826_0.jpg",""
"recordings","8976","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20160512152849.jpg",""
"recordings","8976","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20160512152918.jpg",""
"recordings","8976","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20160512152935.jpg",""
"recordings","8976","original_trace_image","4","https://bio.acousti.ca/sites/default/files/20160512152954.jpg",""
"recordings","8976","original_trace_image","5","https://bio.acousti.ca/sites/default/files/20160512153019.jpg",""
"recordings","8976","original_trace_image","6","https://bio.acousti.ca/sites/default/files/20160512153045.jpg",""
"recordings","8976","original_trace_image","7","https://bio.acousti.ca/sites/default/files/20160512153103.jpg",""
"recordings","8976","peak_meter_reading","0","-12",""
"recordings","8976","power_supply","0","QED750/ ATN2",""
"recordings","8976","project","0","Natural History Museum Sound Archive",""
"recordings","8976","reference_signal","0","1 kHz for 10 s",""
"recordings","8976","substrate_cage","0","Small recording cage",""
"recordings","8976","tape","0","BASFSP52",""
"recordings","8976","tape_speed","0","38","<raw>"
"recordings","8976","temperature_end","0","34","<raw>"
"recordings","8976","temperature_start","0","34","<raw>"
"recordings","8976","track","0","Full",""
"recordings","8976","verbatim_species","0","Chorthippus albomarginatus",""
"recordings","8977","air_movement","0","Nil",""
"recordings","8977","biotic_factors","0","Left hind leg was shed about 24 hours previously. Thermometer in light from bench lamp",""
"recordings","8977","cd_id","0","373",""
"recordings","8977","cd_track","0","6",""
"recordings","8977","gain_control_position","0","90",""
"recordings","8977","light","0","75W bench lamp + fluorescent room lights",""
"recordings","8977","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8977","nhm_tape_number","0","307r1",""
"recordings","8977","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20180220111327.jpg",""
"recordings","8977","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20180220111408_1.jpg",""
"recordings","8977","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20180220111408_2.jpg",""
"recordings","8977","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20180220111444.jpg",""
"recordings","8977","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20180220111505.jpg",""
"recordings","8977","original_trace_image","4","https://bio.acousti.ca/sites/default/files/20180220111524_1.jpg",""
"recordings","8977","original_trace_image","5","https://bio.acousti.ca/sites/default/files/20180220111524_2.jpg",""
"recordings","8977","original_trace_image","6","https://bio.acousti.ca/sites/default/files/20180220111605.jpg",""
"recordings","8977","peak_meter_reading","0","-15",""
"recordings","8977","power_supply","0","QED750/ ATN2",""
"recordings","8977","project","0","Natural History Museum Sound Archive",""
"recordings","8977","reference_signal","0","1 kHz for 10 s",""
"recordings","8977","substrate_cage","0","Small recording cage",""
"recordings","8977","tape","0","BASF SP52",""
"recordings","8977","tape_speed","0","38","<raw>"
"recordings","8977","temperature_end","0","29","<raw>"
"recordings","8977","temperature_start","0","29","<raw>"
"recordings","8977","track","0","Full",""
"recordings","8977","verbatim_species","0","Omocestus viridulus",""
"recordings","8978","air_movement","0","Nil",""
"recordings","8978","biotic_factors","0","Left hind leg shed on previous day. Female in cage but c. 15 cm away. Thermometer in light from bench lamp.",""
"recordings","8978","cd_id","0","373",""
"recordings","8978","cd_track","0","7",""
"recordings","8978","gain_control_position","0","87",""
"recordings","8978","light","0","75W bench lamp + fluorescent room lights",""
"recordings","8978","microphone_distance","0","7","<raw>"
"recordings","8978","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8978","nhm_tape_number","0","307r2",""
"recordings","8978","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20180220111627.jpg",""
"recordings","8978","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20180220111738_1.jpg",""
"recordings","8978","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20180220111738_2.jpg",""
"recordings","8978","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20180220111802.jpg",""
"recordings","8978","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20180220111821.jpg",""
"recordings","8978","original_trace_image","4","https://bio.acousti.ca/sites/default/files/20180220111841.jpg",""
"recordings","8978","original_trace_image","5","https://bio.acousti.ca/sites/default/files/20180220111900.jpg",""
"recordings","8978","peak_meter_reading","0","-15",""
"recordings","8978","power_supply","0","QED750/ ATN2",""
"recordings","8978","project","0","Natural History Museum Sound Archive",""
"recordings","8978","reference_signal","0","1 kHz for 10 s",""
"recordings","8978","substrate_cage","0","Small recording cage",""
"recordings","8978","tape","0","BASF SP52",""
"recordings","8978","tape_speed","0","38","<raw>"
"recordings","8978","temperature_end","0","32","<raw>"
"recordings","8978","temperature_start","0","32","<raw>"
"recordings","8978","track","0","Full",""
"recordings","8978","verbatim_species","0","Omocestus viridulus",""
"recordings","8979","air_movement","0","Nil",""
"recordings","8979","biotic_factors","0","Left hind leg was shed on previous day. Courtship of female c. 2 cm away. Thermometer in light from bench lamp.",""
"recordings","8979","cd_id","0","373",""
"recordings","8979","cd_track","0","8",""
"recordings","8979","gain_control_position","0","90",""
"recordings","8979","light","0","75W bench lamp + fluorescent room lights",""
"recordings","8979","microphone_distance","0","15","<raw>"
"recordings","8979","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8979","nhm_tape_number","0","308",""
"recordings","8979","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20180220111931.jpg",""
"recordings","8979","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20180220112006_1.jpg",""
"recordings","8979","original_trace_image","1","https://bio.acousti.ca/sites/default/files/20180220112006_2.jpg",""
"recordings","8979","original_trace_image","2","https://bio.acousti.ca/sites/default/files/20180220112048.jpg",""
"recordings","8979","original_trace_image","3","https://bio.acousti.ca/sites/default/files/20180220112109.jpg",""
"recordings","8979","original_trace_image","4","https://bio.acousti.ca/sites/default/files/20180220112130_1.jpg",""
"recordings","8979","original_trace_image","5","https://bio.acousti.ca/sites/default/files/20180220112130_2.jpg",""
"recordings","8979","original_trace_image","6","https://bio.acousti.ca/sites/default/files/20180220112130_3.jpg",""
"recordings","8979","original_trace_image","7","https://bio.acousti.ca/sites/default/files/20180220112237_1.jpg",""
"recordings","8979","original_trace_image","8","https://bio.acousti.ca/sites/default/files/20180220112237_2.jpg",""
"recordings","8979","original_trace_image","9","https://bio.acousti.ca/sites/default/files/20180220112320_1.jpg",""
"recordings","8979","original_trace_image","10","https://bio.acousti.ca/sites/default/files/20180220112320_2.jpg",""
"recordings","8979","original_trace_image","11","https://bio.acousti.ca/sites/default/files/20180220112320_3.jpg",""
"recordings","8979","peak_meter_reading","0","-23",""
"recordings","8979","power_supply","0","QED750/ ATN2",""
"recordings","8979","project","0","Natural History Museum Sound Archive",""
"recordings","8979","reference_signal","0","1 kHz for 10 s",""
"recordings","8979","substrate_cage","0","On grass in small recording cate",""
"recordings","8979","tape","0","BASF SP52",""
"recordings","8979","tape_speed","0","38","<raw>"
"recordings","8979","temperature_end","0","32","<raw>"
"recordings","8979","temperature_start","0","32","<raw>"
"recordings","8979","track","0","Full",""
"recordings","8979","verbatim_species","0","Omocestus viridulus",""
"recordings","8980","air_movement","0","Nil",""
"recordings","8980","biotic_factors","0","Thermometer in light from bench lamp.",""
"recordings","8980","cd_id","0","373",""
"recordings","8980","cd_track","0","9",""
"recordings","8980","gain_control_position","0","82",""
"recordings","8980","light","0","75W bench lamp + fluorescent room lights",""
"recordings","8980","microphone_distance","0","5","<raw>"
"recordings","8980","microphone_power_supply","0","Sennheiser MKH 405",""
"recordings","8980","nhm_tape_number","0","309",""
"recordings","8980","original_metadata_image","0","https://bio.acousti.ca/sites/default/files/20170413103203.jpg",""
"recordings","8980","original_trace_image","0","https://bio.acousti.ca/sites/default/files/20170413103247_0.jpg",""
