"id","scientificName","basisOfRecord","institutionCode","collectionCode","catalogNumber","otherCatalogNumbers","typeStatus","sex","lifeStage","individualCount","recordedBy","eventDate","identifiedBy","dateIdentified","identificationQualifier","associatedSequences","locality","countryCode","decimalLatitude","decimalLongitude","occurrenceRemarks","info_url"
"13485","Graminitigrina bolloni","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","08.AU.QL.TTX.01","","","","","","","2008-03-01T00:00:00","","","","KT602071, KT602271, KT713512","","AU","-23.624","146.271","","https://bio.acousti.ca/node/13485"
"13486","""little red""","LivingSpecimen","BioAcoustica","GCSC4","09.AU.QL.DED.T03","","","Male","Adult","1","","2004-01-07T00:00:00","","","","","","AU","-17.743","145.028","","https://bio.acousti.ca/node/13486"
"13487","Crotopsalta plexis","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","09.AU.QL.MOF.01","","","","","","","2009-01-02T00:00:00","","","","KT602072, KT602272, KT713513","","AU","-27.567","150.576","","https://bio.acousti.ca/node/13487"
"13488","""black clicker""","LivingSpecimen","BioAcoustica","GCSC4","09.AU.WA.TOQ.T12","","","Male","Adult","1","","2009-02-15T00:00:00","","","","","","AU","-22.353","117.913","","https://bio.acousti.ca/node/13488"
"13489","Ewartia cuensis","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","09.AU.WA.TUS.01","","","","","","","2006-02-15T00:00:00","","","","","","AU","-27.177","118.036","","https://bio.acousti.ca/node/13489"
"13490","Stellenboschia rotundata","LivingSpecimen","BioAcoustica","GCSC4","09.ZA.WC.BAI.T07","","","Male","Adult","1","","2009-12-13T00:00:00","","","","","","ZA","-33.64","19.078","","https://bio.acousti.ca/node/13490"
"13491","Pinheya violacea","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","09.ZA.WC.KOG.03","","","","","","","2009-12-14T00:00:00","","","","","","ZA","-34.288","19.109","","https://bio.acousti.ca/node/13491"
"13492","""asphalt cicada""","LivingSpecimen","BioAcoustica","GCSC4","10.AU.NT.CAP.01","","","","","","","","","","","","","AU","-23.443","133.832","","https://bio.acousti.ca/node/13492"
"13493","Erempsalta hermannsburgensis","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","10.AU.NT.HMW.01","","","","","","","2010-01-29T00:00:00","","","","KT602075, KT602275, KT713516","","AU","-23.949","132.781","","https://bio.acousti.ca/node/13493"
"13494","""Ross purrer""","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","10.AU.NT.RSD.01","","","","","","","2010-01-29T00:00:00","","","","KT602076, KT602276, KT713517","","AU","-23.558","134.452","","https://bio.acousti.ca/node/13494"
"13495","""flying yellow fairy""","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","10.AU.WA.LEN.02","","","","","","","2010-01-20T00:00:00","","","","KT602077, KT602277, KT713518","","AU","-17.392","124.756","","https://bio.acousti.ca/node/13495"
"13496","""flying green ticker""","LivingSpecimen","BioAcoustica","GCSC4","10.AU.WA.MOA.T14","","","Male","Adult","1","","2010-01-13T00:00:00","","","","","","AU","-30.842","116.639","","https://bio.acousti.ca/node/13496"
"13497","Philipsalta nigrina","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","10.PH.DI.RED.01","","","","","","","2010-07-02T00:00:00","","","","KT602144, KT602343, KT713586","southwestern slopes of Mt. Kanbinlio","PH","10.377","125.635","","https://bio.acousti.ca/node/13497"
"13498","Ggomapsalta ""nr. vernalis""","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","10.PH.MN.COE.01","","","","","","","2010-07-12T00:00:00","","","","KT602120, KT602319, KT713562","","PH","7.672","126.151","","https://bio.acousti.ca/node/13498"
"13499","Scieroptera sanaoensis","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","10.PH.MN.SCI.03","","","","","","","2010-07-09T00:00:00","","","","KT602121, KT602320, KT713563","","PH","7.017","125.233","","https://bio.acousti.ca/node/13499"
"13500","""old eremophila cicada""","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","11.AU.NS.BHN.03","","","","","","","2011-01-10T00:00:00","","","","KT602078, KT602278, KT713519","","AU","-31.298","141.623","","https://bio.acousti.ca/node/13500"
"13501","Chelapsalta puer","LivingSpecimen","BioAcoustica","GCSC4","11.AU.SA.AGF.T01","","","Male","Adult","1","","2009-01-08T00:00:00","","","","","","AU","-32.747","138.076","","https://bio.acousti.ca/node/13501"
"13502","Clinopsalta adelaida","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","11.AU.SA.WIR.01","","","","","","","2011-01-07T00:00:00","","","","KT602079, KT602279, KT713520","","AU","-33.027","138.266","","https://bio.acousti.ca/node/13502"
"13503","""bluebush cicada""","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","02.AU.NS.KAY.01","","","","","","","2002-01-19T00:00:00","","","","KT602099, KT602298, KT713540","","AU","-30.611","142.507","","https://bio.acousti.ca/node/13503"
"13504","Galanga labeculata","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","02.AU.NS.MAX.01","","","","","","","2002-01-05T00:00:00","","","","KT601958, KT713399","","AU","-33.711","151.106","","https://bio.acousti.ca/node/13504"
"13505","Birrima castanea","LivingSpecimen","BioAcoustica","GCSC4","DAT.02.AU.NS.NPF.B46","","","","","","","2002-01-06T00:00:00","","","","","","AU","-31.68","152.653","","https://bio.acousti.ca/node/13505"
"13506","""superb grass cicada""","LivingSpecimen","BioAcoustica","GCSC4","DAT.02.AU.QL.BAR.D41b","","","Male","Adult","1","","2002-01-13T00:00:00","","","","","","AU","-23.554","145.278","","https://bio.acousti.ca/node/13506"
"13507","Myopsalta ""nr. atrata""","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","02.AU.QL.BBR.02","","","","","","","2002-01-09T00:00:00","","","","KT601962, KT602163, KT713403","","AU","-26.888","152.214","","https://bio.acousti.ca/node/13507"
"13508","Myopsalta ""nr. crucifera""","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","02.AU.QL.BBR.14","","","","","","","2002-01-09T00:00:00","","","","KT601963, KT602164, KT713404","","AU","-26.888","152.214","","https://bio.acousti.ca/node/13508"
"13509","Caliginopsalta percola","LivingSpecimen","BioAcoustica","GCSC4","DAT.02.AU.QL.LBW.D02","","","Male","Adult","1","","2002-01-10T00:00:00","","","","","","AU","-27.314","151.099","","https://bio.acousti.ca/node/13509"
"13510","Crotopsalta fronsecetes","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","02.AU.QL.MLP.01","","","","","","","2002-01-08T00:00:00","","","","","","AU","-27.553","153.178","","https://bio.acousti.ca/node/13510"
"13511","""tuta like""","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","02.AU.QL.NSR.01","","","","","","","2002-01-12T00:00:00","","","","KT601972, KT602173, KT713413","","AU","-24.086","148.099","","https://bio.acousti.ca/node/13511"
"13512","Crotopsalta ""nr. strenulum""","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","02.AU.QL.NSR.03","","","","","","","2002-01-12T00:00:00","","","","","","AU","-24.086","148.099","","https://bio.acousti.ca/node/13512"
"13513","""grass screamer""","LivingSpecimen","BioAcoustica","GCSC4","DAT.02.AU.QL.SCK.C50","","","Male","Adult","1","","2002-01-10T00:00:00","","","","","","AU","-27.227","151.693","","https://bio.acousti.ca/node/13513"
"13514","Kobonga oxleyi","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","02.AU.QL.SRI.01","","","","","","","2002-01-10T00:00:00","","","","KT601975, KT602176, KT713416","","AU","-27.227","151.693","","https://bio.acousti.ca/node/13514"
"13515","Terepsalta infans","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","02.AU.QL.VER.12","","","","","","","2002-01-14T00:00:00","","","","KT601976, KT602177, KT713417","","AU","-24.089","143.146","","https://bio.acousti.ca/node/13515"
"13516","Telmapsalta hackeri","LivingSpecimen","BioAcoustica","GCSC4","FL.02.QLD.DAI.T13","","","Male","Adult","1","","2002-01-08T00:00:00","","","","","","AU","-27.641","153.162","","https://bio.acousti.ca/node/13516"
"13517","""Noonbah tan""","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","02.AU.QL.WJH.01","","","","","","","2002-01-15T00:00:00","","","","KT601977, KT602178, KT713418","","AU","-24.832","143.049","","https://bio.acousti.ca/node/13517"
"13518","Pauropsalta melanopygia","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","04.AU.NT.TNU.01","","","","","","","2004-01-20T00:00:00","","","","KT602010, KT602210, KT713451","","AU","-16.555","134.726","","https://bio.acousti.ca/node/13518"
"13519","""tiny ticker sp. 8""","LivingSpecimen","BioAcoustica","GCSC4","FL.04.AU.QL.GFM.T45","","","Male","Adult","1","","2004-01-17T00:00:00","","","","","","AU","-20.57","139.485","","https://bio.acousti.ca/node/13519"
"13520","Auscala spinosa","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","04.AU.VI.PYC.02","","","","","","","2004-02-04T00:00:00","","","","","","AU","-35.794","144.073","","https://bio.acousti.ca/node/13520"
"13533","Purana crassinotata","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","10.PH.CG.MTC.01","","","","","","","2010-06-29T00:00:00","","","","","","PH","9.167","124.729","","https://bio.acousti.ca/node/13533"
"13535","Dundubia vaginata","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","10.PH.DI.RED.03","","","Male","Adult","1","","2010-07-02T00:00:00","","","","","southwestern slopes of Mt. Kanbinlio","PH","10.377","125.635","","https://bio.acousti.ca/node/13535"
"13537","Oncotympana pallidiventris","PreservedSpecimen","University of Connecticut","C. Simon Lab working collection","10.PH.DI.RED.04","","","","","","","2010-07-03T00:00:00","","","","","southwestern slopes of Mt. Kanbinlio","PH","10.377","125.635","","https://bio.acousti.ca/node/13537"
"13539","Philipsalta nigrina","LivingSpecimen","BioAcoustica","GCSC4","10.PH.DI.RED.T03","","","","","","","2010-07-02T00:00:00","","","","","southwestern slopes of Mt. Kanbinlio","PH","10.377","125.635","<p>Uncollected male</p>
","https://bio.acousti.ca/node/13539"
"13542","Clidophleps distanti","LivingSpecimen","BioAcoustica","Moore","1","","","","","","T. E. Moore; G. Hogh","1965-08-06T00:00:00","","","","","","US","38.514408","-122.071252","","https://bio.acousti.ca/node/13542"
"13544","Magicicada septendecula","PreservedSpecimen","BioAcoustica","Moore","UMMZ#1359","UMMZ#1359","","","","","T. E. Moore; J. E. Lloyd; T. C. Griffing","1962-06-14T00:00:00","","","","","","","38.903045","-77.677464","","https://bio.acousti.ca/node/13544"
"13547","Neocicada hieroglyphica","PreservedSpecimen","BioAcoustica","Moore","UMMX#A128(1-2)","","","","","","R. D.  Alexander","1955-08-09T00:00:00","","","","","","","35.8","-78.7","","https://bio.acousti.ca/node/13547"
"13549","Pica pica","LivingSpecimen","BioAcoustica","Baker","3","","","","","1","Edward Baker","2016-04-03T00:00:00","Edward Baker","2016-04-03T00:00:00","","","Cottage Grove","GB","51.46430825011","-0.127072334289551","","https://bio.acousti.ca/node/13549"
"13552","Okanagana canadensis","PreservedSpecimen","BioAcoustica","Moore","UMMZ#1388","","","","","","T. E. Moore","1962-07-23T00:00:00","","","","","Van Riper State Park","US","46.527918","-87.991729","","https://bio.acousti.ca/node/13552"
"13554","Okanagana rimosa","PreservedSpecimen","BioAcoustica","Moore","UMMZ#343","","","","","","T. E. Moore; R. D.  Alexander","1958-07-17T00:00:00","","","","","Huron Beach","US","45.484675","-84.063064","","https://bio.acousti.ca/node/13554"
"13702","","LivingSpecimen","BioAcoustica","Livermore","123456","","","","Adult","1","Laurence Livermore","2016-07-16T00:00:00","Laurence Livermore","","","","","","","","","https://bio.acousti.ca/node/13702"
"15064","Ansonia longidigita","PreservedSpecimen","NHMUK","ZOO","1978.52","","","Male","","","Julian C. Dring","1977-08-04T00:00:00","Julian C. Dring","","","","A steep stream affluent of the torrential river at camp I. Mixed dipterocarp forest, steep ridge terrain.","MY","4.05","114.86667","","https://bio.acousti.ca/node/15064"
"15065","Ansonia platysoma","PreservedSpecimen","NHMUK","ZOO","1978.60","","notatype","","","","Julian C. Dring","1977-08-10T00:00:00","Julian C. Dring","","","","A steep stream affluent of the torrential river at camp I. Mixed dipterocarp forest, steep ridge terrain.","MY","4.05","114.86667","","https://bio.acousti.ca/node/15065"
"15066","Ansonia platysoma","PreservedSpecimen","NHMUK","ZOO","1978.61","","","","","","Julian C. Dring","1977-08-10T00:00:00","Julian C. Dring","","","","A steep stream affluent of the torrential river at camp I. Mixed dipterocarp forest, steep ridge terrain.","MY","4.05","114.86667","","https://bio.acousti.ca/node/15066"
"15067","Rhacophorus baluensis","PreservedSpecimen","NHMUK","ZOO","1978.288","","","","","","Julian C. Dring","1977-08-10T00:00:00","Julian C. Dring","","","","Montane forest, c.150m above zone of small diam. trees, on weakly defined ridge. 30m+ trees
- good moss and epiphyte cover, some Nepenthes
- peaty soil over grey clay & yellow clayey sand","MY","4.03832","114.888995","","https://bio.acousti.ca/node/15067"
"15068","Occidozyga baluensis","PreservedSpecimen","NHMUK","ZOO","1978.1631-1632","","","","","","Julian C. Dring","1978-07-14T00:00:00","","","","","","","","","","https://bio.acousti.ca/node/15068"
"15069","Xenophrys montana","PreservedSpecimen","NHMUK","ZOO","1978.1527","","","","","","Julian C. Dring","1978-07-14T00:00:00","Julian C. Dring","","","","","","","","","https://bio.acousti.ca/node/15069"
"15070","Leptobrachella parva","PreservedSpecimen","NHMUK","ZOO","1978.1500","","holotype","","","","Julian C. Dring","1978-07-31T00:00:00","Julian C. Dring","","","","RGS Mulu Expedition Camp I
220 meters above sea level (Hemming)
4°03'N 114°52'E Small affluent of the Sungei Melinau Paku.
Lower edge of the mixed dipterocarp forest, within 1km of alluvial forest, between moderate and steep ridge terrain.","MY","4.05","114.866667","","https://bio.acousti.ca/node/15070"
"15071","Leptobrachella parva","PreservedSpecimen","NHMUK","ZOO","1978.1501","","paratype","","","","Julian C. Dring","1978-07-31T00:00:00","Julian C. Dring","","","","RGS Mulu Expedition Camp I
220 meters above sea level (Hemming)
4°03'N 114°52'E Small affluent of the Sungei Melinau Paku.
Lower edge of the mixed dipterocarp forest, within 1km of alluvial forest, between moderate and steep ridge terrain.","MY","4.05","114.866667","","https://bio.acousti.ca/node/15071"
"15107","Tettigeta argentata","PreservedSpecimen","NHMUK","BMNH(E)","010211021","","","","","","David R. Ragge","1983-07-24T00:00:00","M Boulard","","","","","","42.521173","0.163698","","https://bio.acousti.ca/node/15107"
"15118","Cicadidae","LivingSpecimen","BioAcoustica","Baker","4","","","","","","Edward Baker","2016-09-07T00:00:00","","","","","","","36.72892","24.445779","","https://bio.acousti.ca/node/15118"
"15128","Cicada orni","LivingSpecimen","BioAcoustica","Rudkin","1","","","Male","Adult","1","P Rudkin","1994-06-21T00:00:00","David R. Ragge","","","","","","44.29","4.87","","https://bio.acousti.ca/node/15128"
"15130","Tettigonia viridissima","LivingSpecimen","BioAcoustica","Rudkin","2","","","Male","Adult","","P Rudkin","1998-06-21T00:00:00","David R. Ragge","","","","","","44.29","4.87","","https://bio.acousti.ca/node/15130"
"15132","Chorthippus Glyptobothrus brunneus","LivingSpecimen","BioAcoustica","Rudkin","3","","","Male","Adult","1","P Rudkin","1998-06-22T00:00:00","David R. Ragge","","","","","","44.29","4.87","","https://bio.acousti.ca/node/15132"
"15134","Omocestus Omocestus rufipes","LivingSpecimen","BioAcoustica","Rudkin","4","","","Male","Adult","1","P Rudkin","1998-06-15T00:00:00","David R. Ragge","","","","","","44.29","4.87","","https://bio.acousti.ca/node/15134"
"15139","Cicada orni","PreservedSpecimen","NHMUK","BMNH(E)","010211061","","","Male","Adult","1","David R. Ragge","1978-08-24T00:00:00","Mick D. Webb","","","","","","44.9","0.95","","https://bio.acousti.ca/node/15139"
"15141","Omocestus Omocestus rufipes","PreservedSpecimen","NHMUK","BMNH(E)","010211130","","","Male","Adult","1","David R. Ragge","1974-08-21T00:00:00","David R. Ragge","","","","","","45.539044","3.047264","","https://bio.acousti.ca/node/15141"
"15142","Euchorthippus declivus","PreservedSpecimen","NHMUK","BMNH(E)","010211127","","","Male","Adult","1","David R. Ragge","","David R. Ragge","","","","","","45.539044","3.047264","","https://bio.acousti.ca/node/15142"
"15143","Euchorthippus declivus","PreservedSpecimen","NHMUK","BMNH(E)","010211128","","","Male","Adult","1","David R. Ragge","1974-08-21T00:00:00","David R. Ragge","","","","","","45.539044","3.047264","","https://bio.acousti.ca/node/15143"
"15144","Platycleis albopunctata","PreservedSpecimen","NHMUK","BMNH(E)","010211129","","","Male","Adult","1","David R. Ragge","1974-08-21T00:00:00","","","","","","","45.539044","3.047264","","https://bio.acousti.ca/node/15144"
"15146","Tettigonia cantans","PreservedSpecimen","NHMUK","BMNH(E)","010211125","","","Male","Adult","1","David R. Ragge","1974-08-22T00:00:00","David R. Ragge","","","","","","45.43411","2.930166","","https://bio.acousti.ca/node/15146"
"15147","Pholidoptera griseoaptera","PreservedSpecimen","NHMUK","BMNH(E)","10210981","","","Male","Adult","1","David R. Ragge","1974-08-21T00:00:00","David R. Ragge","","","","","","45.43411","2.930166","","https://bio.acousti.ca/node/15147"
"15149","Sciobia sp. near batnensis","PreservedSpecimen","NHMUK","BMNH(E)","010211103","BMNH(E)1985-249","","Male","Adult","1","B. H. Betts","1985-03-20T00:00:00","Judith A. Marshall","","","","","","34.4","8.78","","https://bio.acousti.ca/node/15149"
"15151","Gryllus Gryllus campestris","PreservedSpecimen","NHMUK","BMNH(E)","010210746","","","Male","Adult","1","W. J. Reynolds","1975-06-11T00:00:00","David R. Ragge","","","","","","50.855059","-0.558129","","https://bio.acousti.ca/node/15151"
"15152","Gryllus Gryllus campestris","PreservedSpecimen","NHMUK","BMNH(E)","010210745","BMNH(E)1975-462","","Male","Adult","1","W. J. Reynolds","1975-06-11T00:00:00","David R. Ragge","","","","","","50.855059","-0.558129","","https://bio.acousti.ca/node/15152"
"15153","Acheta domesticus","PreservedSpecimen","NHMUK","BMNH(E)","010211139","BMNH(E)1980-488","","Male","Adult","1","","","David R. Ragge","","","","","","","","","https://bio.acousti.ca/node/15153"
"15154","Acheta domesticus","PreservedSpecimen","NHMUK","BMNH(E)","010211140","BMNH(E)1980-488","","Male","Adult","1","","","David R. Ragge","","","","","","","","","https://bio.acousti.ca/node/15154"
"15155","Gryllus Gryllus bimaculatus","PreservedSpecimen","NHMUK","BMNH(E)","010211133","BMNH(E)1976-339","","Male","Adult","1","B. H. Betts","1974-10-01T00:00:00","David R. Ragge","","","","","","34.4","8.78","","https://bio.acousti.ca/node/15155"
"15157","Gryllus Gryllus bimaculatus","PreservedSpecimen","NHMUK","BMNH(E)","010211137","BMNH(E)1981-490","","Male","Adult","1","Tim Mallett; Douglas Roy","1980-07-01T00:00:00","B. C. Townsend","","","","","","2.26","38","","https://bio.acousti.ca/node/15157"
"15158","Gryllus Gryllus bimaculatus","PreservedSpecimen","NHMUK","BMNH(E)","010211136","BMNH(E)1981-490","","Male","Adult","1","Tim Mallett; Douglas Roy","1980-07-01T00:00:00","B. C. Townsend","","","","","","","","","https://bio.acousti.ca/node/15158"
"15160","","PreservedSpecimen","NHMUK","BMNH(E)","01011138","BMNH(E)1982-14","","Male","Adult","1","B. H. Betts","","B. C. Townsend","","","","","","10.5","-61.2","","https://bio.acousti.ca/node/15160"
"15161","Eugryllodes pipiens","PreservedSpecimen","NHMUK","BMNH(E)","010211108","BMNH(E)1977-565","","Male","Adult","1","David R. Ragge","1977-08-25T00:00:00","David R. Ragge","","","","Open woodland","FR","43.760479","7.075635","","https://bio.acousti.ca/node/15161"
"15162","Eugryllodes pipiens","PreservedSpecimen","NHMUK","BMNH(E)","010211109","BMNH(E)1977-565","","Male","Adult","1","David R. Ragge","1977-08-25T00:00:00","David R. Ragge","","","","Open woodland","FR","43.760479","7.075635","","https://bio.acousti.ca/node/15162"
"15164","Gymnogryllus lucens","PreservedSpecimen","NHMUK","BMNH(E)","010210744","","","Male","Adult","1","W. J. Bailey","1969-07-04T00:00:00","B. C. Townsend","","(from song)","","","","2.3","31.5","","https://bio.acousti.ca/node/15164"
"15166","Teleogryllus Macroteleogryllus mitratus","PreservedSpecimen","NHMUK","BMNH(E)","010211115","BMNH(E)1985-185","","Male","Adult","1","R. Beck","1984-07-01T00:00:00","B. C. Townsend","","","","","","","","","https://bio.acousti.ca/node/15166"
"15167","Teleogryllus Macroteleogryllus mitratus","PreservedSpecimen","NHMUK","BMNH(E)","010211116","BMNH(E)1984-185","","Male","Adult","1","R. Beck","1984-07-01T00:00:00","B. C. Townsend","","","","","","","","","https://bio.acousti.ca/node/15167"
"15169","Acalolepta rusticator","PreservedSpecimen","NHMUK","BMNH(E)","010210749","BMNH(E)1988-367","","Female","Adult","1","E. Sismondo","1988-08-13T00:00:00","Sharon L. Shute","","","","","","1.35119309830189","103.804321289062","","https://bio.acousti.ca/node/15169"
"15177","Teleogryllus Teleogryllus oceanicus","PreservedSpecimen","NHMUK","BMNH(E)","010211119","BMNH(E)1985-184","","Male","Adult","1","","","David R. Ragge","","","","","","","","","https://bio.acousti.ca/node/15177"
"15178","Teleogryllus Teleogryllus oceanicus","PreservedSpecimen","NHMUK","BMNH(E)","010211120","BMNH(E)1985-184","","Male","Adult","1","","","David R. Ragge","","","","","","","","","https://bio.acousti.ca/node/15178"
"15182","Teleogryllus Teleogryllus oceanicus","PreservedSpecimen","NHMUK","BMNH(E)","010211118","B.M.1978-250","","Male","Adult","1","","","B. C. Townsend","","","","","","","","","https://bio.acousti.ca/node/15182"
"15215","Amyna natalis","LivingSpecimen","BioAcoustica","Heller and Achmann","1","","","Male","Adult","","Klaus-Gerhard Heller; Roland Achmann","1992-03-01T00:00:00","","","","","","","3.3242870972096","101.75313949585","","https://bio.acousti.ca/node/15215"
"15218","Symmoracma minoralis","LivingSpecimen","BioAcoustica","Heller and Krahe","1","","","","","","Klaus-Gerhard Heller; Rüdiger Krahe","1992-03-01T00:00:00","","","","","","","3.3242870972096","101.75313949585","","https://bio.acousti.ca/node/15218"
"15222","Cheiromeles torquatus","LivingSpecimen","BioAcoustica","Heller","1","","","","","","","1992-03-30T00:00:00","","","","","","","3.7104822267053","102.286148071289","","https://bio.acousti.ca/node/15222"
"15235","Hipposideros bicolor","LivingSpecimen","BioAcoustica","Heller","2","","","Female","","","Klaus-Gerhard Heller","1992-03-21T00:00:00","","","","","","","3.7104822267053","102.286148071289","","https://bio.acousti.ca/node/15235"
"15237","Hipposideros diadema","LivingSpecimen","BioAcoustica","Heller","3","","","Male","","","Klaus-Gerhard Heller","1992-03-07T00:00:00","","","","","","","3.3242870972096","101.75313949585","","https://bio.acousti.ca/node/15237"
"15239","Hipposideros diadema","LivingSpecimen","BioAcoustica","Heller","4","","","Female","","","Klaus-Gerhard Heller","1992-03-27T00:00:00","","","","","","","3.3242870972096","101.75313949585","","https://bio.acousti.ca/node/15239"
"15241","Hipposideros diadema","LivingSpecimen","BioAcoustica","Heller","5","","","Male","","","Klaus-Gerhard Heller","1992-03-19T00:00:00","","","","","","","3.7104822267053","102.286148071289","","https://bio.acousti.ca/node/15241"
"15245","Hipposideros larvatus","LivingSpecimen","BioAcoustica","Heller","6","","","","","","Klaus-Gerhard Heller","1992-03-30T00:00:00","","","","","","MY","3.016667","102.3334","","https://bio.acousti.ca/node/15245"
"15248","Hipposideros larvatus","LivingSpecimen","BioAcoustica","Heller","7","","","Male","","","Klaus-Gerhard Heller","1992-03-30T00:00:00","","","","","","MY","3.016667","102.3334","","https://bio.acousti.ca/node/15248"
"15250","Hipposideros ridleyi","LivingSpecimen","BioAcoustica","Heller","8","","","Female","","","Klaus-Gerhard Heller","1992-03-19T00:00:00","","","","","","","3.7104822267053","102.286148071289","","https://bio.acousti.ca/node/15250"
"15252","Rhinolophus affinis","LivingSpecimen","BioAcoustica","Heller","9","","","Female","","","Klaus-Gerhard Heller","1992-03-25T00:00:00","","","","","","MY","3.7","102.25","","https://bio.acousti.ca/node/15252"
"15254","Rhinolophus affinis","LivingSpecimen","BioAcoustica","Heller","10","","","Male","","","Klaus-Gerhard Heller","1992-03-25T00:00:00","","","","","","MY","3.7","102.25","","https://bio.acousti.ca/node/15254"
"15259","Rhinolophus","LivingSpecimen","BioAcoustica","Heller","11","","","","","","Klaus-Gerhard Heller","1992-03-30T00:00:00","","","","","","MY","3.016667","102.3334","","https://bio.acousti.ca/node/15259"
"15261","Rhinolophus luctoides","PreservedSpecimen","SMF","SMFcoll","87485","","paratype","Female","","","Klaus-Gerhard Heller; M. Volleth","1992-03-25T00:00:00","","","","KR055702","","","","","","https://bio.acousti.ca/node/15261"
"15264","Rhinolophus lepidus refulgens","LivingSpecimen","BioAcoustica","Heller","12","","","Female","","","Klaus-Gerhard Heller","1992-04-03T00:00:00","","","","","","","3.3242870972096","101.75313949585","","https://bio.acousti.ca/node/15264"
"15266","Rhinolophus trifoliatus","LivingSpecimen","BioAcoustica","Heller","13","","","Male","","","Klaus-Gerhard Heller","1992-03-19T00:00:00","","","","","","","3.7104822267053","102.286148071289","","https://bio.acousti.ca/node/15266"
"15288","Zichya sp.","PreservedSpecimen","NHMUK","BMNH(E)","010210758","1978.546","","Male","","1","","","L. M. Pitkin","","","","","","","","","https://bio.acousti.ca/node/15288"
"15291","Vetralla quadrata","PreservedSpecimen","NHMUK","BMNH(E)","010210759","BM 1978-438","","Multiple","Adult","","","","Judith A. Marshall","","","","","","","","<p>In culture at London Zoo. Material from Ceylon.</p>
","https://bio.acousti.ca/node/15291"
"15292","Yersinella raymondi","PreservedSpecimen","BioAcoustica","Ingrisch","1","","","Male","Adult","1","S Ingrisch","1991-08-01T00:00:00","S Ingrisch","","","","","IT","44.04","11.26","<p>In collection of Ingrisch?</p>
","https://bio.acousti.ca/node/15292"
"15294","Yersinella beybienkoi","PreservedSpecimen","BioAcoustica","Ingrisch","2","","","Male","Adult","1","S Ingrisch","1991-08-02T00:00:00","S Ingrisch","","","","","","","","<p>specimen in collection of Ingrisch?</p>
","https://bio.acousti.ca/node/15294"
"15296","Uromenus rugosicollis","PreservedSpecimen","NHMUK","BMNH(E)","010210763","BM 1976-590","","Male","Adult","1","W. J. Reynolds","1976-09-24T00:00:00","W. J. Reynolds","","","","","FR","42.57","2.36","","https://bio.acousti.ca/node/15296"
"15298","Uromenus rugosicollis","PreservedSpecimen","NHMUK","BMNH(E)","010210762","","","Male","Adult","1","W. J. Reynolds","1976-09-23T00:00:00","W. J. Reynolds","","","","","FR","","","","https://bio.acousti.ca/node/15298"
"15300","Tylopsis lilifolia","PreservedSpecimen","NHMUK","BMNH(E)","010210766","","","Male","Adult","1","Judith A. Marshall","1981-08-16T00:00:00","Judith A. Marshall","","","","","GR","39.63","19.89","","https://bio.acousti.ca/node/15300"
"15301","Tylopsis lilifolia","PreservedSpecimen","NHMUK","BMNH(E)","010210764","","","Male","Adult","1","David R. Ragge","1974-08-24T00:00:00","David R. Ragge","","","","","","44.9","0.95","","https://bio.acousti.ca/node/15301"
"15302","Tylopsis lilifolia","PreservedSpecimen","NHMUK","BMNH(E)","010210765","","","Male","Adult","1","David R. Ragge","1974-08-24T00:00:00","David R. Ragge","","","","","","44.9","0.95","","https://bio.acousti.ca/node/15302"
"15304","Thyridorhoptrum senegalense","PreservedSpecimen","NHMUK","BMNH(E)","010210769","","neotype","Male","Adult","1","W. J. Bailey","1969-06-24T00:00:00","L. M. Pitkin","","","","","UG","0.21","32.29","","https://bio.acousti.ca/node/15304"
"15306","Thyridorhoptrum baileyi","PreservedSpecimen","NHMUK","BMNH(E)","010210770","","holotype","Male","Adult","1","W. J. Bailey","1970-09-01T00:00:00","L. M. Pitkin","","","","","UG","1.76","31.56","","https://bio.acousti.ca/node/15306"
